geo,time,is_air_psgr
hun,2005,2735214
hun,2006,2591666
hun,2007,3133574
hun,2008,3111575
hun,2009,2952885
hun,2010,12477063.17625
hun,2011,13729553.53469
hun,2012,12289555.07643
hun,2013,13926540
hun,2014,16482060
hun,2015,20042184.96
hun,2016,21399963
idn,1970,826400
idn,1971,994500
idn,1972,1286800
idn,1973,1787400
idn,1974,2219700
idn,1975,2527500
idn,1976,3103200
idn,1977,3781300
idn,1978,4431100
idn,1979,4656100
idn,1980,5059100
idn,1981,6098100
idn,1982,6028700
idn,1983,5567500
idn,1984,6494300
idn,1985,6468100
idn,1986,7115400
idn,1987,7568900
idn,1988,8823700
idn,1989,8983400
idn,1990,9223100
idn,1991,10401800
idn,1992,11176800
idn,1993,12009000
idn,1994,13924500
idn,1995,15977200
idn,1996,17138800
idn,1997,12650200
idn,1998,12613600
idn,1999,8046800
idn,2000,9916365
idn,2001,12453812
idn,2002,12113452
idn,2003,12221066
idn,2004,26780550
idn,2005,26835524
idn,2006,29867483
idn,2007,30405918
idn,2008,29766093
idn,2009,27421235
idn,2010,59384361.6058
idn,2011,70912258.10905
idn,2012,79405799.80957
idn,2013,81721356
idn,2014,85215879.50974
idn,2015,90095129.24011
idn,2016,96529128.092
ind,1970,2671600
ind,1971,2554000
ind,1972,3285800
ind,1973,3391600
ind,1974,3037300
ind,1975,3839900
ind,1976,4534000
ind,1977,5147500
ind,1978,6099600
ind,1979,6546800
ind,1980,6603100
ind,1981,7574500
ind,1982,8391700
ind,1983,9164800
ind,1984,10125700
ind,1985,10993800
ind,1986,11785200
ind,1987,12668600
ind,1988,12863100
ind,1989,12740100
ind,1990,10862200
ind,1991,10717400
ind,1992,11127100
ind,1993,9441600
ind,1994,11518400
ind,1995,14260600
ind,1996,13394600
ind,1997,16039800
ind,1998,16521000
ind,1999,16005400
ind,2000,17299483
ind,2001,16862737
ind,2002,17633019
ind,2003,19455085
ind,2004,23934074
ind,2005,27879461
ind,2006,40288794
ind,2007,51897450
ind,2008,49877935
ind,2009,54446373
ind,2010,64374253.8039
ind,2011,73996912
ind,2012,72151828.88955
ind,2013,75589071
ind,2014,82718882.88
ind,2015,98927860
ind,2016,119577835
irl,1970,1476300
irl,1971,1544200
irl,1972,1408800
irl,1973,1496300
irl,1974,1474600
irl,1975,1475700
irl,1976,1578100
irl,1977,1675600
irl,1978,1781300
irl,1979,2022500
irl,1980,1830200
irl,1981,1978600
irl,1982,1949100
irl,1983,1780800
irl,1984,1838500
irl,1985,1828800
irl,1986,1972000
irl,1987,2279000
irl,1988,3675600
irl,1989,4376300
irl,1990,4812300
irl,1991,4764600
irl,1992,5006000
irl,1993,4650400
irl,1994,4825700
irl,1995,6586500
irl,1996,7676800
irl,1997,8963700
irl,1998,10401200
irl,1999,11948800
irl,2000,13983022
irl,2001,15450847
irl,2002,19728801
irl,2003,28863657
irl,2004,34748853
irl,2005,42872544
irl,2006,50737809
irl,2007,60099058
irl,2008,69447262
irl,2009,77747207
irl,2010,84784226
irl,2011,89956333.50969
irl,2012,92637189.19039
irl,2013,93408036
irl,2014,98449140
irl,2015,114739133
irl,2016,125648741
irn,1970,715600
irn,1971,761400
irn,1972,894800
irn,1973,1141600
irn,1974,1361900
irn,1975,1949400
irn,1976,2499100
irn,1977,3005400
irn,1978,3333500
irn,1979,2168700
irn,1980,1998100
irn,1981,1539700
irn,1982,2127800
irn,1983,3190900
irn,1984,4087800
irn,1985,3422000
irn,1986,4670600
irn,1987,4846900
irn,1988,4486800
irn,1989,4882600
irn,1990,5632600
irn,1991,5537500
irn,1992,4895600
irn,1993,5351800
irn,1994,5803500
irn,1995,6290600
irn,1996,7609600
irn,1997,9804100
irn,1998,9200400
irn,1999,8277300
irn,2000,8722145
irn,2001,16485326
irn,2002,9891522
irn,2003,16301238
irn,2004,11877705
irn,2005,12708354
irn,2006,13623038
irn,2007,13915755
irn,2008,12029236
irn,2009,13052716
irn,2010,18760850.38149
irn,2011,19113946.16225
irn,2012,17687478.51972
irn,2013,16580818.00521
irn,2014,16825260.83013
irn,2015,15112081.72386
irn,2016,15520079.97537
irq,1970,197700
irq,1971,235600
irq,1972,186200
irq,1973,208800
irq,1974,290900
irq,1975,387600
irq,1976,568000
irq,1977,672400
irq,1978,675300
irq,1979,687800
irq,1980,619900
irq,1981,457000
irq,1982,480600
irq,1983,454000
irq,1984,435000
irq,1985,540000
irq,1986,535000
irq,1987,535000
irq,1988,1113000
irq,1989,1160800
irq,1990,701600
irq,1991,27700
irq,1992,53000
irq,1994,31500
irq,2010,641129
irq,2011,761778.17436
irq,2012,784944.25303
irq,2013,476484
irq,2014,476484
irq,2015,484803.67833
irq,2016,491962.565
isl,1970,457900
isl,1971,494100
isl,1972,545800
isl,1973,592800
isl,1974,611200
isl,1975,590200
isl,1976,601500
isl,1977,645000
isl,1978,688000
isl,1979,694000
isl,1980,541500
isl,1981,522100
isl,1982,574300
isl,1983,601400
isl,1984,710100
isl,1985,778000
isl,1986,808400
isl,1987,910100
isl,1988,844700
isl,1989,735900
isl,1990,759500
isl,1991,772600
isl,1992,767100
isl,1993,801000
isl,1994,1031200
isl,1995,1097000
isl,1996,1239100
isl,1997,1334400
isl,1998,1592700
isl,1999,1350200
isl,2000,1431818
isl,2001,1357946
isl,2002,1198920
isl,2003,1133775
isl,2004,1332811
isl,2005,1528929
isl,2006,1536157
isl,2007,1720496
isl,2008,1423422
isl,2009,1364651
isl,2010,1851416.84176
isl,2011,2150527
isl,2012,2400160
isl,2013,2602714
isl,2014,3035882.77911
isl,2015,4065514.48457
isl,2016,5431541.513
isr,1970,485000
isr,1971,1057400
isr,1972,1137100
isr,1973,1163500
isr,1974,1214300
isr,1975,1053700
isr,1976,1299800
isr,1977,1454100
isr,1978,1519700
isr,1979,1584000
isr,1980,1483300
isr,1981,1585200
isr,1982,1480800
isr,1983,1578700
isr,1984,1669400
isr,1985,1802700
isr,1986,1828600
isr,1987,2009700
isr,1988,1894600
isr,1989,2118000
isr,1990,2004000
isr,1991,2047500
isr,1992,2391200
isr,1993,2569400
isr,1994,2980400
isr,1995,3453400
isr,1996,3694600
isr,1997,3753600
isr,1998,3698500
isr,1999,4033200
isr,2000,4442967
isr,2001,3967140
isr,2002,3708138
isr,2003,3677879
isr,2004,4968931
isr,2005,4392448
isr,2006,4357151
isr,2007,4662615
isr,2008,4563041
isr,2009,4605452
isr,2010,5084798
isr,2011,5151469
isr,2012,5381980
isr,2013,5565864
isr,2014,5886728
isr,2015,6064478
isr,2016,6505765
ita,1970,6743700
ita,1971,7644100
ita,1972,7462200
ita,1973,8189900
ita,1974,8631400
ita,1975,8360600
ita,1976,8238100
ita,1977,9424100
ita,1978,9507000
ita,1979,9462500
ita,1980,9955800
ita,1981,10493300
ita,1982,11611000
ita,1983,11996600
ita,1984,12593600
ita,1985,14408000
ita,1986,13811100
ita,1987,15268100
ita,1988,15649200
ita,1989,17437700
ita,1990,19750000
ita,1991,18846800
ita,1992,21766700
ita,1993,21901400
ita,1994,22959300
ita,1995,23665800
ita,1996,25838500
ita,1997,28183900
ita,1998,27462700
ita,1999,28281000
ita,2000,30418137
ita,2001,31031074
ita,2002,28244627
ita,2003,36345771
ita,2004,35922093
ita,2005,36115764
ita,2006,36709131
ita,2007,37830745
ita,2008,30672048
ita,2009,33194501
ita,2010,32645164
ita,2011,33923370.50511
ita,2012,31072962.15573
ita,2013,27846220
ita,2014,27193939
ita,2015,28082416.19158
ita,2016,28861321.1763
jam,1970,278700
jam,1971,425400
jam,1972,554900
jam,1973,568500
jam,1974,743300
jam,1975,696800
jam,1976,706500
jam,1977,601800
jam,1978,705900
jam,1979,795300
jam,1980,722700
jam,1981,727800
jam,1982,729600
jam,1983,716300
jam,1984,826000
jam,1985,887600
jam,1986,1058600
jam,1987,1257500
jam,1988,1188700
jam,1989,1210800
jam,1990,1003600
jam,1991,894000
jam,1992,983200
jam,1993,1037800
jam,1994,1011000
jam,1995,1126400
jam,1996,1388300
jam,1997,1400100
jam,1998,1453900
jam,1999,1669800
jam,2000,1922123
jam,2001,1946123
jam,2002,2016000
jam,2003,1838047
jam,2004,2007765
jam,2005,1573785
jam,2006,1526571
jam,2007,1618165
jam,2008,1644056
jam,2009,1380000
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,46272
jam,2014,76244
jam,2015,92836
jam,2016,136744
jor,1970,118800
jor,1971,119600
jor,1972,119900
jor,1973,162300
jor,1974,243400
jor,1975,379900
jor,1976,475500
jor,1977,557300
jor,1978,728400
jor,1979,914300
jor,1980,1112600
jor,1981,1443300
jor,1982,1667300
jor,1983,1457300
jor,1984,1327600
jor,1985,1310200
jor,1986,1132000
jor,1987,1178000
jor,1988,1225900
jor,1989,1204000
jor,1990,963900
jor,1991,797200
jor,1992,1109300
jor,1993,1185600
jor,1994,1219500
jor,1995,1270000
jor,1996,1299200
jor,1997,1353400
jor,1998,1186700
jor,1999,1252200
jor,2000,1281997
jor,2001,1178058
jor,2002,1299699
jor,2003,1353444
jor,2004,1660235
jor,2005,1737165
jor,2006,2046457
jor,2007,2246212
jor,2008,2355285
jor,2009,2323750
jor,2010,3077036.69609
jor,2011,3267109.7362
jor,2012,3438356
jor,2013,3294911
jor,2014,3211795
jor,2015,3065145
jor,2016,3181283
jpn,1970,16315100
jpn,1971,17880500
jpn,1972,20169500
jpn,1973,25393100
jpn,1974,27485700
jpn,1975,27281400
jpn,1976,29566000
jpn,1977,36177400
jpn,1978,40554700
jpn,1979,45367800
jpn,1980,45144500
jpn,1981,48061200
jpn,1982,46394200
jpn,1983,46554000
jpn,1984,50452800
jpn,1985,51294700
jpn,1986,52489800
jpn,1987,57757700
jpn,1988,62087500
jpn,1989,69321696
jpn,1990,76223800
jpn,1991,78719800
jpn,1992,81378400
jpn,1993,80063904
jpn,1994,83913504
jpn,1995,91797000
jpn,1996,95913504
jpn,1997,94997600
jpn,1998,101701200
jpn,1999,105994496
jpn,2000,109123312
jpn,2001,107823469
jpn,2002,109037841
jpn,2003,103988547
jpn,2004,101740600
jpn,2005,102279015
jpn,2006,102845319
jpn,2007,99842338
jpn,2008,97022471
jpn,2009,86896527
jpn,2010,109617020.96575
jpn,2011,89788818
jpn,2012,98907859
jpn,2013,107573000
jpn,2014,110547000
jpn,2015,114128000
jpn,2016,117706000
kaz,1992,5273400
kaz,1993,706400
kaz,1994,702300
kaz,1995,1117300
kaz,1996,568000
kaz,1997,568000
kaz,1998,565800
kaz,1999,467200
kaz,2000,461283
kaz,2001,500981
kaz,2002,756959
kaz,2003,1009731
kaz,2004,834760
kaz,2005,1160286
kaz,2006,1283250
kaz,2007,1295050
kaz,2008,1275624
kaz,2009,1192714
kaz,2010,3098327
kaz,2011,3786453.06391
kaz,2012,4064819.02272
kaz,2013,4785588
kaz,2014,4918608
kaz,2015,5081631.864
kaz,2016,5007869.298
ken,1970,171500
ken,1971,188000
ken,1972,216800
ken,1973,340800
ken,1974,382800
ken,1975,361500
ken,1976,449600
ken,1977,237300
ken,1978,363300
ken,1979,377400
ken,1980,392500
ken,1981,408700
ken,1982,391300
ken,1983,435500
ken,1984,479200
ken,1985,558700
ken,1986,611300
ken,1987,655800
ken,1988,720900
ken,1989,760500
ken,1990,794400
ken,1991,759900
ken,1992,721400
ken,1993,769500
ken,1994,753500
ken,1995,740400
ken,1996,778600
ken,1997,835700
ken,1998,1138400
ken,1999,1357800
ken,2000,1554949
ken,2001,1418183
ken,2002,1599843
ken,2003,1678160
ken,2004,2005473
ken,2005,2424382
ken,2006,2685148
ken,2007,2857464
ken,2008,2880546
ken,2009,2948920
ken,2010,4039583
ken,2011,4508698.01162
ken,2012,4653459.73514
ken,2013,4516500
ken,2014,4448530.52818
ken,2015,4398403.74826
ken,2016,4532296.37
kgz,1993,464000
kgz,1994,464000
kgz,1995,438700
kgz,1996,488200
kgz,1997,423000
kgz,1998,620100
kgz,1999,312100
kgz,2000,240954
kgz,2001,192060
kgz,2002,174369
kgz,2003,205604
kgz,2004,245570
kgz,2005,225923
kgz,2006,219464
kgz,2007,274981
kgz,2008,204525
kgz,2009,309488
kgz,2010,375602
kgz,2011,526018.01248
kgz,2012,494640.42682
kgz,2013,771165
kgz,2014,712284
kgz,2015,625294.212
kgz,2016,583997.312
khm,1970,40500
khm,1971,107000
khm,1972,136200
khm,1973,140000
khm,1974,129000
khm,1975,112500
khm,1976,112500
khm,1977,112500
khm,2002,124847
khm,2003,164515
khm,2004,162132
khm,2005,168810
khm,2006,256160
khm,2007,307782
khm,2008,211281
khm,2009,183503
khm,2010,277725.0543
khm,2011,499981.51796
khm,2012,508688.50939
khm,2013,615123.328
khm,2014,1071179
khm,2015,1103880
khm,2016,1047394
kir,1981,59000
kir,1982,60000
kir,1983,60000
kir,1984,65500
kir,1985,26400
kir,1986,32000
kir,1987,24900
kir,1988,24000
kir,1989,24900
kir,1990,24900
kir,1991,24900
kir,1992,25400
kir,1993,25600
kir,1994,25600
kir,1995,26900
kir,1996,28400
kir,1997,28400
kir,1998,28300
kor,1970,1208100
kor,1971,1463600
kor,1972,1640000
kor,1973,2213400
kor,1974,1923800
kor,1975,2046700
kor,1976,2075200
kor,1977,2466500
kor,1978,3099800
kor,1979,3725900
kor,1980,3566600
kor,1981,4186700
kor,1982,4201500
kor,1983,4861500
kor,1984,5353300
kor,1985,6202500
kor,1986,7211400
kor,1987,8330900
kor,1988,9826000
kor,1989,13160800
kor,1990,15684500
kor,1991,16908000
kor,1992,19766900
kor,1993,21425900
kor,1994,24932300
kor,1995,29345200
kor,1996,33002700
kor,1997,35505800
kor,1998,27109000
kor,1999,30870200
kor,2000,34331368
kor,2001,33710340
kor,2002,34831814
kor,2003,33372577
kor,2004,34511494
kor,2005,33888328
kor,2006,34842655
kor,2007,36655313
kor,2008,36077655
kor,2009,34168590
kor,2010,36987982
kor,2011,39911749.58981
kor,2012,39969577.01572
kor,2013,54530105
kor,2014,58289180
kor,2015,65482307.207
kor,2016,77134151.039
kwt,1970,315200
kwt,1971,342200
kwt,1972,390700
kwt,1973,453600
kwt,1974,517900
kwt,1975,624800
kwt,1976,737000
kwt,1977,812300
kwt,1978,849500
kwt,1979,965100
kwt,1980,1076200
kwt,1981,1252500
kwt,1982,1460700
kwt,1983,1534500
kwt,1984,1497900
kwt,1985,1449200
kwt,1986,1465700
kwt,1987,1511100
kwt,1988,1557300
kwt,1989,1640600
kwt,1990,965600
kwt,1991,840100
kwt,1992,1408600
kwt,1993,1553800
kwt,1994,1756200
kwt,1995,1950800
kwt,1996,2133400
kwt,1997,2113900
kwt,1998,2240800
kwt,1999,2130000
kwt,2000,2112523
kwt,2001,2084574
kwt,2002,2299218
kwt,2003,2185990
kwt,2004,2496441
kwt,2005,2433213
kwt,2006,2627870
kwt,2007,2659769
kwt,2008,2523966
kwt,2009,2597076
kwt,2010,4563082
kwt,2011,3722729.50264
kwt,2012,3481039
kwt,2013,3244805
kwt,2014,3530851
kwt,2015,3752995
kwt,2016,4005345
lao,1970,55900
lao,1971,42000
lao,1972,43000
lao,1973,44500
lao,1974,45000
lao,1975,45000
lao,1976,45000
lao,1977,30000
lao,1978,12000
lao,1979,13000
lao,1980,13000
lao,1981,14500
lao,1982,14700
lao,1983,14000
lao,1984,15700
lao,1985,15800
lao,1986,24500
lao,1987,45000
lao,1988,47500
lao,1989,49600
lao,1990,115400
lao,1991,115400
lao,1992,118500
lao,1993,118500
lao,1994,118500
lao,1995,124500
lao,1996,124500
lao,1997,124500
lao,1998,124100
lao,1999,197200
lao,2000,210847
lao,2001,210847
lao,2002,219598
lao,2003,218652
lao,2004,271706
lao,2005,293442
lao,2006,326730
lao,2007,328326
lao,2008,323401
lao,2009,302596
lao,2010,443778
lao,2011,532707
lao,2012,877949.88137
lao,2013,1476528
lao,2014,1310124
lao,2015,1181187.70708
lao,2016,1220200.406
lbn,1970,548600
lbn,1971,648000
lbn,1972,743800
lbn,1973,819000
lbn,1974,1037300
lbn,1975,900000
lbn,1976,1050000
lbn,1977,928500
lbn,1978,862900
lbn,1979,904000
lbn,1980,930300
lbn,1981,843800
lbn,1982,571000
lbn,1983,695800
lbn,1984,410700
lbn,1985,501300
lbn,1986,498700
lbn,1987,353300
lbn,1988,493200
lbn,1989,182600
lbn,1990,572300
lbn,1991,535500
lbn,1992,599600
lbn,1993,677400
lbn,1994,706400
lbn,1995,769800
lbn,1996,774600
lbn,1997,856900
lbn,1998,716000
lbn,1999,719400
lbn,2000,805803
lbn,2001,815862
lbn,2002,874152
lbn,2003,935213
lbn,2004,1086730
lbn,2005,1076258
lbn,2006,968820
lbn,2007,1074219
lbn,2008,1067774
lbn,2009,1308382
lbn,2010,1893359
lbn,2011,2029610
lbn,2012,2148669
lbn,2013,2241480
lbn,2014,2419476
lbn,2015,2591297
lbn,2016,2647258
lbr,1974,25000
lbr,1975,25500
lbr,1976,26000
lbr,1977,27000
lbr,1978,29000
lbr,1979,9400
lbr,1980,10600
lbr,1981,30400
lbr,1982,40900
lbr,1983,44000
lbr,1984,50000
lbr,1985,42000
lbr,1986,42000
lbr,1987,44000
lbr,1988,45700
lbr,1989,46300
lbr,1990,33700
lbr,1991,32000
lbr,1992,32000
lby,1970,190200
lby,1971,259400
lby,1972,327200
lby,1973,352000
lby,1974,408000
lby,1975,558000
lby,1976,669900
lby,1977,801900
lby,1978,890600
lby,1979,913800
lby,1980,1168800
lby,1981,1486000
lby,1982,1557800
lby,1983,1860000
lby,1984,1583800
lby,1985,1579300
lby,1986,1382900
lby,1987,1515100
lby,1988,1581200
lby,1989,1617000
lby,1990,1803000
lby,1991,1883700
lby,1992,1350100
lby,1993,853000
lby,1994,640800
lby,1995,623200
lby,1996,638600
lby,1997,570600
lby,1998,570600
lby,1999,585500
lby,2000,600734
lby,2001,582712
lby,2002,559404
lby,2003,626532
lby,2004,850185
lby,2005,0
lby,2006,1151785
lby,2007,1204107
lby,2008,1213854
lby,2009,1147234
lby,2010,2928705.67985
lby,2011,2284066.50117
lby,2012,1398125.1343
lby,2013,2744844
lby,2014,2391856
lby,2015,1430459.8533
lby,2016,1283181.31011
lka,1970,104600
lka,1971,116000
lka,1972,116000
lka,1973,108500
lka,1974,107700
lka,1975,117300
lka,1976,127700
lka,1977,181000
lka,1978,100000
lka,1979,105300
lka,1980,235000
lka,1981,405200
lka,1982,572700
lka,1983,616500
lka,1984,681300
lka,1985,698600
lka,1986,611400
lka,1987,586900
lka,1988,694300
lka,1989,744500
lka,1990,891800
lka,1991,892700
lka,1992,1045600
lka,1993,993800
lka,1994,1066800
lka,1995,1155700
lka,1996,1170700
lka,1997,1231900
lka,1998,1212500
lka,1999,1421500
lka,2000,1755567
lka,2001,1718331
lka,2002,1740807
lka,2003,1957606
lka,2004,2412889
lka,2005,2817778
lka,2006,3100832
lka,2007,3206766
lka,2008,2951506
lka,2009,2417713
lka,2010,3008322.69189
lka,2011,3665394
lka,2012,4616417
lka,2013,4793393.4
lka,2014,4756131
lka,2015,4911730
lka,2016,5284585
low_income,1970,2298100
low_income,1971,2496700
low_income,1972,2385500
low_income,1973,2491000
low_income,1974,2336000
low_income,1975,2422900
low_income,1976,2800400
low_income,1977,2705100
low_income,1978,3040800
low_income,1979,3429100
low_income,1980,4016500
low_income,1981,4334700
low_income,1982,4415500
low_income,1983,4338200
low_income,1984,4546300
low_income,1985,4242200
low_income,1986,4397200
low_income,1987,4393000
low_income,1988,4995800
low_income,1989,4627100
low_income,1990,4796700
low_income,1991,4481100
low_income,1992,4401000
low_income,1993,4326300
low_income,1994,4633800
low_income,1995,4598300
low_income,1996,4714300
low_income,1997,4778000
low_income,1998,4570000
low_income,1999,4480700
low_income,2000,4389518
low_income,2001,3969379
low_income,2010,10466489.95304
low_income,2011,12840513.33362
low_income,2012,13482786.94386
low_income,2013,14659831.818
low_income,2014,14211940.61307
low_income,2015,14330963.39123
low_income,2016,15403759.05132
lower_middle_income,1970,12621700
lower_middle_income,1971,12084000
lower_middle_income,1972,12984500
lower_middle_income,1973,14797800
lower_middle_income,1974,16066900
lower_middle_income,1975,18856000
lower_middle_income,1976,22153700
lower_middle_income,1977,25250000
lower_middle_income,1978,28901100
lower_middle_income,1979,31507700
lower_middle_income,1980,33191600
lower_middle_income,1981,37137300
lower_middle_income,1982,39143000
lower_middle_income,1983,40684200
lower_middle_income,1984,43105700
lower_middle_income,1985,45325900
lower_middle_income,1986,45751300
lower_middle_income,1987,48169700
lower_middle_income,1988,51099900
lower_middle_income,1989,51414800
lower_middle_income,1990,50098000
lower_middle_income,1991,50060200
lower_middle_income,1992,64234800
lower_middle_income,1993,59787200
lower_middle_income,1994,65425200
lower_middle_income,1995,71299600
lower_middle_income,1996,72422200
lower_middle_income,1997,73106400
lower_middle_income,1998,72227100
lower_middle_income,1999,66201800
lower_middle_income,2000,71031825
lower_middle_income,2001,74461802
lower_middle_income,2002,74404783
lower_middle_income,2003,76938602
lower_middle_income,2004,103121852
lower_middle_income,2005,111372519
lower_middle_income,2006,130149250
lower_middle_income,2007,145802254
lower_middle_income,2008,149811687
lower_middle_income,2009,151935363
lower_middle_income,2010,226349891.04539
lower_middle_income,2011,260249834.90381
lower_middle_income,2012,272794069.9551
lower_middle_income,2013,280932166.63267
lower_middle_income,2014,306961954.76265
lower_middle_income,2015,337624987.01579
lower_middle_income,2016,379632455.89398
lso,1974,10000
lso,1975,10000
lso,1976,11000
lso,1977,11000
lso,1978,40000
lso,1979,52000
lso,1980,36300
lso,1981,36600
lso,1982,54800
lso,1983,61000
lso,1984,48700
lso,1985,50700
lso,1986,55300
lso,1987,60900
lso,1988,63000
lso,1989,53300
lso,1990,56000
lso,1991,56000
lso,1992,26100
lso,1993,20500
lso,1994,26600
lso,1995,24800
lso,1996,17100
lso,1997,10500
lso,1998,28200
lso,1999,1300
ltu,1992,557200
ltu,1993,149700
ltu,1994,194500
ltu,1995,209900
ltu,1996,214000
ltu,1997,236800
ltu,1998,258900
ltu,1999,249600
ltu,2000,283836
ltu,2001,304051
ltu,2002,303865
ltu,2003,329271
ltu,2004,447883
ltu,2005,505409
ltu,2006,429657
ltu,2007,423585
ltu,2008,609847
ltu,2009,616514
ltu,2010,81450
ltu,2011,69445
ltu,2012,592996
ltu,2013,1009728
ltu,2014,1274911
ltu,2015,1363946.289
ltu,2016,1038301.99287
lux,1970,167000
lux,1971,250000
lux,1972,211300
lux,1973,218100
lux,1974,220600
lux,1975,230000
lux,1976,250000
lux,1977,260000
lux,1978,290000
lux,1979,300000
lux,1980,161500
lux,1981,163200
lux,1982,203700
lux,1983,224100
lux,1984,243200
lux,1985,239400
lux,1986,247700
lux,1987,272900
lux,1988,293900
lux,1989,296000
lux,1990,409300
lux,1991,405700
lux,1992,460600
lux,1993,470500
lux,1994,532500
lux,1995,569700
lux,1996,639100
lux,1997,559800
lux,1998,701400
lux,1999,842700
lux,2000,870831
lux,2001,885852
lux,2002,822533
lux,2003,853903
lux,2004,855840
lux,2005,851136
lux,2006,927738
lux,2007,1039067
lux,2008,1059848
lux,2009,681482
lux,2010,786920
lux,2011,785200
lux,2012,781146
lux,2013,1555788
lux,2014,1710624
lux,2015,1830972
lux,2016,1845726
lva,1992,65700
lva,1993,111200
lva,1994,167000
lva,1995,173000
lva,1996,275900
lva,1997,229100
lva,1998,229100
lva,1999,196200
lva,2000,278396
lva,2001,255392
lva,2002,264991
lva,2003,339747
lva,2004,593662
lva,2005,1032128
lva,2006,1409620
lva,2007,1344912
lva,2008,1371810
lva,2009,1301848
lva,2010,3158051
lva,2011,3299391
lva,2012,2888683
lva,2013,2754720
lva,2014,2636612.7589
lva,2015,2572347.1189
lva,2016,2884091.639
mac,2000,1532189
mac,2001,1706332
mac,2002,1728004
mac,2003,1211797
mac,2004,1800237
mac,2005,2040654
mac,2006,2285750
mac,2007,2393294
mac,2008,1866141
mac,2009,1427324
mac,2010,1329721
mac,2011,1327732
mac,2012,1561850
mac,2013,1767100
mac,2014,2078758
mac,2015,2276436
mac,2016,2788571
mar,1970,289500
mar,1971,362000
mar,1972,410300
mar,1973,486500
mar,1974,509600
mar,1975,672900
mar,1976,808900
mar,1977,1047200
mar,1978,1131700
mar,1979,1153800
mar,1980,947400
mar,1981,929600
mar,1982,974100
mar,1983,932200
mar,1984,1000700
mar,1985,1113900
mar,1986,1095500
mar,1987,1187400
mar,1988,1267300
mar,1989,1360800
mar,1990,1580000
mar,1991,1429700
mar,1992,2169000
mar,1993,2139600
mar,1994,2183900
mar,1995,2147200
mar,1996,2301200
mar,1997,2638400
mar,1998,3012000
mar,1999,3392100
mar,2000,3671317
mar,2001,3680688
mar,2002,3049154
mar,2003,2638314
mar,2004,3004353
mar,2005,3492984
mar,2006,4109489
mar,2007,4623543
mar,2008,4927341
mar,2009,4930683
mar,2010,7144446
mar,2011,7502696.74522
mar,2012,6563646.67591
mar,2013,6507408
mar,2014,6976810
mar,2015,7043971
mar,2016,7738636.593
mco,1980,44000
mco,1981,44000
mco,1982,44000
mco,1983,44000
mco,1984,73200
mco,1985,73800
mco,1986,37500
mco,1987,40000
mco,1988,40000
mco,1989,42500
mco,1990,42500
mco,1991,42500
mco,1992,44000
mco,1993,44000
mco,1994,44000
mco,1995,44000
mco,1996,44000
mco,1997,44000
mco,1998,43800
mco,1999,75200
mco,2000,82764
mco,2001,77798
mco,2002,104255
mco,2003,94563
mco,2004,83916
mco,2005,87523
mco,2006,95721
mco,2007,101753
mco,2008,84660
mco,2009,63876
mco,2010,59658
mco,2011,63186
mco,2012,65404.36364
mco,2013,64524
mco,2014,64188
mco,2015,60381.6
mco,2016,12136.701
mda,1992,571100
mda,1993,312300
mda,1994,312300
mda,1995,169500
mda,1996,190000
mda,1997,46400
mda,1998,118000
mda,1999,43000
mda,2000,117532
mda,2001,120125
mda,2002,129377
mda,2003,179084
mda,2004,200615
mda,2005,231985
mda,2006,273810
mda,2007,314361
mda,2008,401199
mda,2009,402423
mda,2010,479457
mda,2011,540679
mda,2012,543872
mda,2013,557653
mda,2014,692496
mda,2015,1005936
mda,2016,953229.454
mdg,1970,168000
mdg,1971,197700
mdg,1972,201100
mdg,1973,217800
mdg,1974,230700
mdg,1975,203100
mdg,1976,262000
mdg,1977,292200
mdg,1978,335800
mdg,1979,407500
mdg,1980,447700
mdg,1981,444900
mdg,1982,410200
mdg,1983,347300
mdg,1984,360000
mdg,1985,350800
mdg,1986,355900
mdg,1987,410600
mdg,1988,387000
mdg,1989,342400
mdg,1990,424200
mdg,1991,314300
mdg,1992,343900
mdg,1993,418500
mdg,1994,450700
mdg,1995,497200
mdg,1996,542100
mdg,1997,574900
mdg,1998,600500
mdg,1999,639800
mdg,2000,629409
mdg,2001,657953
mdg,2002,266033
mdg,2003,451729
mdg,2004,513508
mdg,2005,574904
mdg,2006,572991
mdg,2007,616433
mdg,2008,558981
mdg,2009,499526
mdg,2010,524296
mdg,2011,544100.72727
mdg,2012,588169
mdg,2013,539208
mdg,2014,520421
mdg,2015,458572
mdg,2016,441861
mdv,1975,7000
mdv,1976,10000
mdv,1977,13000
mdv,1978,20000
mdv,1979,25000
mdv,1980,27000
mdv,1981,33800
mdv,1982,34000
mdv,1983,38000
mdv,1984,40000
mdv,1985,60000
mdv,1986,65000
mdv,1987,8400
mdv,1988,8400
mdv,1989,8400
mdv,1990,9400
mdv,1991,9400
mdv,1992,9400
mdv,1993,9400
mdv,1994,38500
mdv,1995,158600
mdv,1996,206900
mdv,1997,188900
mdv,1998,247200
mdv,1999,261100
mdv,2000,315108
mdv,2001,56216
mdv,2002,57902
mdv,2003,60218
mdv,2004,75875
mdv,2005,81945
mdv,2006,93417
mdv,2007,92483
mdv,2008,91096
mdv,2009,85448
mdv,2014,1024693.84478
mdv,2015,1313533.46176
mdv,2016,1409704.484
mex,1970,2966600
