geo,time,gc_xpn_comp_zs
mus,2010,35.23337
mus,2011,36.42902
mus,2012,35.95215
mus,2013,37.79975
mus,2014,37.35251
mus,2015,34.52192
mus,2016,34.76564
mus,2017,36.13905
mwi,2009,18.84187
mwi,2010,23.14086
mwi,2011,25.43809
mwi,2012,27.04889
mwi,2013,25.55309
mwi,2014,26.62108
mwi,2015,33.12171
mwi,2016,32.30073
mwi,2017,30.64972
mwi,2018,30.69367
mys,1996,34.33572
mys,1997,27.55963
mys,1998,29.3652
mys,1999,25.82746
mys,2000,27.79458
mys,2001,26.39188
mys,2002,29.88587
mys,2003,29.42707
mys,2004,26.55892
mys,2005,26.61404
mys,2006,26.97212
mys,2007,27.03167
mys,2008,27.22012
mys,2009,27.69081
mys,2010,31.15781
mys,2011,27.87124
mys,2012,29.45308
mys,2013,29.06811
mys,2014,30.73982
mys,2015,32.53988
mys,2016,34.89705
mys,2017,35.47143
nam,1991,50.11632
nam,1992,52.61848
nam,1999,52.34025
nam,2000,51.71502
nam,2001,50.96526
nam,2002,48.7659
nam,2003,47.87883
nam,2004,49.82077
nam,2005,50.14171
nam,2006,47.8474
nam,2007,47.70827
nam,2008,42.29691
nam,2009,43.90155
nam,2010,45.84884
nam,2011,40.58921
nam,2012,41.12274
nam,2013,43.07961
nam,2014,43.22774
nam,2015,43.15693
nam,2016,47.79211
nam,2017,46.28591
ner,1976,30.74077
ner,1977,31.87462
ner,1978,26.39146
ner,1979,31.55352
ner,1980,31.26299
nic,1990,21.9973
nic,1991,48.197
nic,1992,36.39136
nic,1993,30.12716
nic,1994,28.32477
nic,1995,25.36319
nic,1996,21.51404
nic,1997,21.26411
nic,1998,23.98107
nic,1999,23.13142
nic,2000,22.92232
nic,2001,21.82047
nic,2002,37.91095
nic,2003,36.26443
nic,2004,35.01606
nic,2005,34.4521
nic,2006,34.14035
nic,2007,36.01322
nic,2008,36.15648
nic,2009,38.90901
nic,2010,38.0143
nic,2011,36.42938
nic,2012,36.08939
nic,2013,37.10443
nic,2014,38.47251
nic,2015,37.10765
nic,2016,36.47117
nic,2017,36.47686
nld,1974,12.70219
nld,1975,11.98219
nld,1976,11.7657
nld,1977,11.43766
nld,1978,11.32837
nld,1979,11.19315
nld,1980,10.82442
nld,1981,10.28023
nld,1982,9.80364
nld,1983,9.41406
nld,1984,9.11129
nld,1985,8.99336
nld,1986,8.84314
nld,1987,8.75836
nld,1988,8.96185
nld,1989,9.12968
nld,1990,9.15172
nld,1991,8.48541
nld,1992,8.54043
nld,1993,8.53754
nld,1994,9.13521
nld,1995,6.56375
nld,1996,7.27334
nld,1997,7.22766
nld,1998,7.43189
nld,1999,7.49332
nld,2000,7.46693
nld,2001,7.42405
nld,2002,7.57147
nld,2003,7.49464
nld,2004,7.50125
nld,2005,7.46256
nld,2006,6.9293
nld,2007,6.89976
nld,2008,6.83403
nld,2009,6.71782
nld,2010,6.65109
nld,2011,6.58682
nld,2012,6.60498
nld,2013,7.5394
nld,2014,7.49561
nld,2015,7.54261
nld,2016,7.78281
nld,2017,7.81132
nor,1972,13.07609
nor,1973,12.76422
nor,1974,12.03867
nor,1975,12.29785
nor,1976,12.13773
nor,1977,11.58411
nor,1978,10.84413
nor,1979,10.27511
nor,1980,9.80307
nor,1981,10.04426
nor,1982,10.09376
nor,1983,9.81816
nor,1984,9.57188
nor,1985,9.47339
nor,1986,9.3144
nor,1987,9.17403
nor,1988,8.64828
nor,1989,8.60262
nor,1990,8.44261
nor,1991,8.30409
nor,1992,8.3274
nor,1993,8.37351
nor,1994,8.29394
nor,1995,9.62501
nor,1996,9.85484
nor,1997,10.14653
nor,1998,10.23775
nor,1999,10.23019
nor,2000,9.91195
nor,2001,9.85018
nor,2002,14.67014
nor,2003,15.26827
nor,2004,15.60945
nor,2005,15.56964
nor,2006,15.42217
nor,2007,15.78178
nor,2008,15.98326
nor,2009,15.74422
nor,2010,15.95669
nor,2011,15.92298
nor,2012,16.1291
nor,2013,16.16686
nor,2014,16.1616
nor,2015,16.04842
nor,2016,15.7698
nor,2017,15.8094
npl,2010,27.64772
npl,2011,27.36588
npl,2012,27.10749
npl,2013,26.69887
npl,2014,27.81811
npl,2015,26.11413
npl,2016,24.057
npl,2017,22.93032
nru,2014,16.61566
nru,2015,26.03271
nru,2016,20.43618
nru,2017,22.67836
nzl,1972,25.14706
nzl,1973,25.06255
nzl,1974,25.31284
nzl,1975,23.5886
nzl,1976,23.26633
nzl,1977,21.83299
nzl,1978,21.74344
nzl,1979,22.0731
nzl,1980,23.22129
nzl,1981,21.86765
nzl,1982,19.945
nzl,1983,18.82205
nzl,1984,17.17855
nzl,1985,17.84608
nzl,1986,17.99678
nzl,1987,17.22143
nzl,1988,17.34464
nzl,2001,25.39701
nzl,2002,27.34119
nzl,2003,24.19661
nzl,2004,25.37825
nzl,2005,25.62365
nzl,2006,25.8484
nzl,2007,24.97947
nzl,2008,26.53844
nzl,2009,25.72165
nzl,2010,25.57167
nzl,2011,21.68006
nzl,2012,25.1007
nzl,2013,25.27457
nzl,2014,25.37773
nzl,2015,25.58618
nzl,2016,25.61627
nzl,2017,25.62883
omn,1990,24.10042
omn,1991,25.73928
omn,1992,25.77783
omn,1993,27.39004
omn,1994,27.42966
omn,1995,29.80842
omn,1996,30.579
omn,1997,30.04251
omn,1998,32.39826
omn,1999,33.22639
omn,2000,30.27937
omn,2001,27.7503
omn,2002,29.94483
omn,2003,29.76662
omn,2004,28.19445
omn,2005,28.50155
omn,2006,32.52948
omn,2007,32.22251
omn,2008,32.22251
omn,2009,31.58413
omn,2010,34.13653
omn,2011,26.44242
omn,2012,22.85635
omn,2013,23.61623
pak,1999,4.44616
pak,2000,4.00701
pak,2001,4.16927
pak,2002,4.01555
pak,2003,4.22472
pak,2004,4.58188
pak,2005,4.43873
pak,2006,4.34491
pak,2007,4.28921
pak,2008,3.5585
pak,2009,3.52817
pak,2010,3.5405
pak,2011,3.8246
per,1972,40
per,1973,37.5
per,1974,38.09524
per,1975,34.4086
per,1976,30.46875
per,1977,33.95062
per,1990,18.32454
per,1991,18.52518
per,1992,17.13545
per,1993,18.84605
per,1994,19.2295
per,1995,19.3665
per,1996,19.15253
per,1997,21.42924
per,1998,24.15851
per,1999,22.44554
per,2000,22.40613
per,2001,22.39086
per,2002,22.66739
per,2003,22.88117
per,2004,21.09771
per,2005,20.08905
per,2006,19.6549
per,2007,17.31905
per,2008,17.51901
per,2009,18.07628
per,2010,17.54147
per,2011,17.12717
per,2012,17.78239
per,2013,18.44569
per,2014,18.6949
per,2015,18.25914
per,2016,20.0885
per,2017,19.34471
phl,1990,34.43437
phl,1991,36.27291
phl,1992,33.94322
phl,1993,33.55005
phl,2000,38.77818
phl,2001,36.25626
phl,2002,37.64916
phl,2003,35.89876
phl,2004,34.86908
phl,2005,30.33989
phl,2006,34.01072
phl,2007,35.03965
phl,2008,34.26747
phl,2009,35.4869
phl,2010,36.20446
phl,2011,36.48419
phl,2012,36.21909
phl,2013,36.55126
phl,2014,35.64585
phl,2015,35.35646
phl,2016,35.57105
phl,2017,35.86783
plw,2008,35.00017
plw,2009,36.18258
plw,2010,36.05753
plw,2011,33.47283
plw,2012,30.70072
plw,2013,33.38413
plw,2014,33.15323
plw,2015,34.15519
plw,2016,33.14846
plw,2017,35.49292
png,1990,38.2379
png,1991,30.72088
png,1992,36.67055
png,1993,31.74888
png,1994,36.33754
png,1995,36.25892
png,1996,28.60179
png,1997,30.8158
png,1998,40.88362
png,1999,31.11056
png,2000,25.00418
png,2001,26.29566
png,2002,27.77925
png,2014,16.29971
png,2015,17.53875
png,2016,20.02274
png,2017,19.0102
pol,1994,14.26695
pol,1995,17.26616
pol,1996,15.17706
pol,1997,18.05609
pol,1998,18.28921
pol,1999,12.82879
pol,2000,13.01297
pol,2001,13.34277
pol,2002,13.75573
pol,2003,14.25075
pol,2004,13.874
pol,2005,14.37009
pol,2006,14.16118
pol,2007,14.32192
pol,2008,14.48221
pol,2009,14.28432
pol,2010,14.093
pol,2011,14.13704
pol,2012,13.7267
pol,2013,13.71798
pol,2014,14.21012
pol,2015,14.20122
pol,2016,14.16673
pol,2017,14.13332
prt,1978,26.2963
prt,1979,26.13065
prt,1980,25.64899
prt,1981,23.89213
prt,1982,24.62084
prt,1983,21.48236
prt,1984,22.74438
prt,1985,19.84142
prt,1986,19.15526
prt,1987,20.95524
prt,1988,22.4596
prt,1989,28.80837
prt,1990,28.97356
prt,1991,29.70812
prt,1992,30.51654
prt,1993,30.09245
prt,1994,30.25402
prt,1995,29.72204
prt,1996,30.02607
prt,1997,30.94245
prt,1998,30.74386
prt,1999,31.27895
prt,2000,32.27011
prt,2001,31.67061
prt,2002,31.88954
prt,2003,31.23368
prt,2004,30.59596
prt,2005,30.37655
prt,2006,29.07963
prt,2007,28.08784
prt,2008,27.31973
prt,2009,26.70225
prt,2010,24.86732
prt,2011,22.94425
prt,2012,20.82721
prt,2013,21.70054
prt,2014,19.73062
prt,2015,20.41458
prt,2016,21.60841
prt,2017,20.78943
pry,2005,48.41625
pry,2006,49.55546
pry,2007,51.52732
pry,2008,54.51505
pry,2009,52.76503
pry,2010,55.02924
pry,2011,53.19995
pry,2012,55.75438
pry,2013,56.75547
pry,2014,56.52224
pry,2015,53.21254
pry,2016,51.35315
pry,2017,49.58681
pse,2005,58.07052
pse,2006,51.75526
pse,2007,64.47721
pse,2008,66.95271
pse,2009,51.53186
pse,2010,55.51451
pse,2011,61.99054
pse,2012,61.47593
pse,2013,61.08788
pse,2014,60.35316
pse,2015,55.24663
pse,2016,56.69236
pse,2017,53.83974
qat,2004,31.95606
qat,2005,22.50266
qat,2006,28.54305
qat,2007,35.91827
qat,2008,32.40029
qat,2009,32.43125
qat,2010,28.21312
rou,1980,2.06065
rou,1981,2.4462
rou,1982,2.73973
rou,1983,2.98444
rou,1984,2.73716
rou,1985,2.03168
rou,1986,6.4973
rou,1987,6.56764
rou,1988,7.32236
rou,1989,7.43195
rou,1990,13.57408
rou,1991,21.12763
rou,1992,18.60663
rou,1993,21.13051
rou,1994,20.89339
rou,1995,23.75214
rou,1996,22.29915
rou,1997,16.83791
rou,1998,16.2525
rou,1999,21.73225
rou,2000,20.54632
rou,2001,16.40125
rou,2002,17.80394
rou,2003,17.67389
rou,2004,17.65817
rou,2005,18.96072
rou,2006,18.94428
rou,2007,19.41023
rou,2008,20.81361
rou,2009,19.49
rou,2010,17.59617
rou,2011,13.80392
rou,2012,14.37376
rou,2013,15.39771
rou,2014,14.62367
rou,2015,14.12966
rou,2016,16.78323
rou,2017,17.77842
rus,1999,12.71056
rus,2000,13.85628
rus,2001,12.15916
rus,2002,16.91799
rus,2003,18.01416
rus,2004,17.72187
rus,2005,19.2077
rus,2006,19.72566
rus,2007,16.71308
rus,2008,18.15297
rus,2009,15.91256
rus,2010,16.16264
rus,2011,16.06087
rus,2012,17.35262
rus,2013,18.17417
rus,2014,16.5415
rus,2015,13.7365
rus,2016,13.10559
rus,2017,12.88149
rwa,1990,43.54886
rwa,1991,44.83659
rwa,1992,35.76346
rwa,2014,22.15955
rwa,2015,23.11062
rwa,2016,21.59771
rwa,2017,20.58964
sau,2010,59.52182
sau,2011,59.61997
sau,2012,52.9473
sau,2013,52.06518
sau,2014,48.24395
sau,2015,57.52757
sau,2016,58.80074
sau,2017,58.16918
sdn,1998,38.01084
sdn,1999,40.62408
sdn,2009,31.14587
sdn,2010,31.10657
sdn,2012,40.84713
sdn,2013,37.78636
sdn,2014,31.36238
sdn,2015,33.74254
sdn,2016,36.83463
sen,1999,45.98399
sen,2000,41.35498
sen,2001,34.06995
sen,2009,36.52034
sen,2010,39.42301
sen,2011,35.89099
sen,2012,37.89595
sen,2013,36.79976
sen,2014,27.59165
sen,2015,26.89675
sen,2016,26.36616
sen,2017,27.0954
sgp,1972,41.28514
sgp,1973,38.42946
sgp,1974,40.29499
sgp,1975,40
sgp,1976,39.71601
sgp,1977,38.22653
sgp,1978,39.77273
sgp,1979,39.52133
sgp,1980,36.88194
sgp,1981,35.85532
sgp,1982,37.09296
sgp,1983,36.86137
sgp,1984,35.20408
sgp,1985,41.43948
sgp,1986,29.76794
sgp,1987,22.99187
sgp,1988,31.56805
sgp,1989,31.50901
sgp,1990,31.42145
sgp,1991,28.12277
sgp,1992,29.55079
sgp,1993,31.1287
sgp,1994,43.98242
sgp,1995,38.65535
sgp,1996,29.04593
sgp,1997,34.22156
sgp,1998,30.59361
sgp,1999,32.39528
sgp,2000,29.32545
sgp,2001,27.37753
sgp,2002,30.96101
sgp,2003,30.63588
sgp,2004,31.11175
sgp,2005,34.00523
sgp,2006,28.27631
sgp,2007,32.13704
sgp,2008,27.1549
sgp,2009,27.00918
sgp,2010,30.39342
sgp,2011,27.17485
sgp,2012,28.71898
sgp,2013,29.62565
sgp,2014,28.65537
sgp,2015,23.83871
sgp,2016,26.60485
sgp,2017,26.504
slb,2011,35.28352
slb,2012,34.9665
slb,2013,30.99407
slb,2014,31.9565
slb,2015,33.39298
slb,2016,35.16645
slb,2017,34.66472
sle,1999,27.49645
sle,2000,23.40679
sle,2001,25.34278
sle,2002,25.39166
sle,2003,26.77118
sle,2004,25.97787
sle,2005,27.93881
sle,2006,29.94375
sle,2007,35.87354
sle,2008,28.08098
sle,2009,27.64939
sle,2010,38.60693
sle,2011,40.76657
sle,2012,43.38587
sle,2013,48.256
sle,2014,54.02394
slv,1998,63.24562
slv,1999,65.37166
slv,2000,62.62528
slv,2001,50.2747
slv,2002,43.20968
slv,2003,47.97789
slv,2004,41.5376
slv,2005,39.24904
slv,2006,36.51899
slv,2007,39.91587
slv,2008,36.94011
slv,2009,36.00844
slv,2010,38.26329
slv,2011,37.54105
slv,2012,41.31191
slv,2013,41.96757
slv,2014,42.76715
slv,2015,43.75983
slv,2016,43.61496
slv,2017,40.99606
smr,1995,36.2069
smr,2002,33.98832
smr,2003,36.00131
smr,2004,32.64875
smr,2005,35.40028
smr,2006,36.01884
smr,2007,34.30934
smr,2008,34.29819
smr,2009,33.1838
smr,2010,34.22128
smr,2011,32.64809
smr,2012,31.63637
smr,2013,30.10491
smr,2015,29.1805
smr,2016,28.55446
som,2017,53.96874
srb,2007,26.29899
srb,2008,26.70753
srb,2009,26.23199
srb,2010,24.84911
srb,2011,25.59644
srb,2012,25.42685
stp,2002,25.41956
stp,2003,29.82764
stp,2004,25.88378
stp,2005,32.82299
stp,2006,30.18186
stp,2007,34.2904
stp,2008,38.47586
stp,2009,38.85617
stp,2010,44.13535
stp,2011,43.40602
stp,2012,47.92604
sur,2001,40.37563
sur,2002,51.5428
sur,2003,51.15921
sur,2004,43.41452
sur,2005,39.09983
sur,2006,37.07753
sur,2007,38.06208
sur,2008,38.16842
sur,2009,39.20925
sur,2010,42.97538
sur,2011,40.03087
sur,2012,35.73911
svk,1995,19.57781
svk,1996,17.35982
svk,1997,19.29872
svk,1998,20.30001
svk,1999,18.70009
svk,2000,15.94359
svk,2001,18.93151
svk,2002,18.78417
svk,2003,13.5436
svk,2004,13.40713
svk,2005,12.56727
svk,2006,13.2748
svk,2007,12.95489
svk,2008,13.55434
svk,2009,12.96426
svk,2010,13.60634
svk,2011,13.68378
svk,2012,13.61323
svk,2013,13.97611
svk,2014,14.07432
svk,2015,13.76218
svk,2016,14.23223
svk,2017,14.70971
svn,1992,20.60557
svn,1993,20.7288
svn,1994,18.86632
svn,2002,18.30184
svn,2003,18.56958
svn,2004,18.69996
svn,2005,18.61584
svn,2006,18.72724
svn,2007,18.97583
svn,2008,19.35333
svn,2009,19.44307
svn,2010,19.58192
svn,2011,19.18036
svn,2012,19.66398
svn,2013,14.83438
svn,2014,17.01304
svn,2015,17.1805
svn,2016,18.45894
svn,2017,19.28159
swe,1972,13.53468
swe,1973,12.78132
swe,1974,11.64761
swe,1975,10.92417
swe,1976,10.39337
swe,1977,9.59688
swe,1978,9.28609
swe,1979,8.5724
swe,1980,8.27447
swe,1981,7.39812
swe,1982,7.08526
swe,1983,6.54638
swe,1984,6.5895
swe,1985,6.00215
swe,1986,6.12627
swe,1987,6.45721
swe,1988,5.97059
swe,1989,6.15224
swe,1990,6.33427
swe,1991,6.14382
swe,1992,5.80237
swe,1993,5.45375
swe,1994,6.07565
swe,1995,7.39419
swe,1996,8.04692
swe,1997,8.25123
swe,1998,7.63462
swe,1999,7.87685
swe,2000,8.54662
swe,2001,8.94059
swe,2002,9.02646
swe,2003,9.35345
swe,2004,9.43577
swe,2005,9.07096
swe,2006,9.23884
swe,2007,9.14267
swe,2008,9.26016
swe,2009,8.90809
swe,2010,8.8175
swe,2011,9.04058
swe,2012,9.2581
swe,2013,9.22364
swe,2014,9.22135
swe,2015,9.17718
swe,2016,9.26812
swe,2017,9.3081
syc,1985,31.18156
syc,1986,31.539
syc,1987,32.02919
syc,1988,31.26908
syc,1989,28.2801
syc,1993,31.93009
syc,1994,30.69647
syc,1995,31.63094
syc,1996,30.51453
syc,1997,30.79084
syc,1998,29.8468
syc,1999,31.83417
syc,2000,36.32764
syc,2005,43.92111
syc,2006,39.86294
syc,2007,36.42653
syc,2008,37.34405
syc,2009,29.61045
syc,2010,25.79096
syc,2011,28.9456
syc,2012,29.13832
syc,2013,30.87501
syc,2014,33.04413
syc,2015,22.61963
syc,2016,32.31168
tgo,2004,34.80065
tgo,2005,30.76893
tgo,2006,29.76145
tgo,2007,30.67707
tgo,2008,35.24573
tgo,2009,40.2905
tgo,2010,34.33306
tgo,2011,37.90282
tgo,2012,34.80363
tgo,2013,34.23395
tgo,2014,39.31074
tgo,2015,39.02953
tgo,2016,37.30723
tgo,2017,45.12348
tha,1972,32.1733
tha,1973,27.95528
tha,1974,32.99255
tha,1975,30.39964
tha,1976,28.63937
tha,1977,29.57744
tha,1978,26.19003
tha,1979,26.69629
tha,1980,26.10383
tha,1981,34.23128
tha,1982,35.30896
tha,1983,36.7063
tha,1984,36.26227
tha,1985,34.9965
tha,1986,36.36103
tha,1987,37.04841
tha,1988,36.72008
tha,1989,38.54644
tha,1990,41.33327
tha,1991,41.43104
tha,1992,44.23427
tha,1993,43.88889
tha,1994,41.86372
tha,1995,48.96268
tha,1996,46.56671
tha,1997,42.08719
tha,1998,36.33488
tha,1999,31.85362
tha,2000,44.6027
tha,2001,35.80194
tha,2002,26.48281
tha,2003,35.17849
tha,2004,33.2244
tha,2005,34.58156
tha,2006,39.95489
tha,2007,37.24213
tha,2008,35.29803
tha,2009,36.02099
tha,2010,40.1086
tha,2011,36.78732
tha,2012,29.59354
tha,2013,28.92413
tha,2014,28.30697
tha,2015,29.2667
tha,2016,28.54499
tha,2017,28.02356
tjk,1998,7.83346
tjk,1999,9.08976
tjk,2000,21.58933
tjk,2001,16.83046
tjk,2003,11.11899
tjk,2004,9.33035
tls,2010,14.76169
tls,2011,18.0066
tls,2012,16.38006
tls,2013,17.00068
tls,2014,17.69091
tls,2015,16.78179
tls,2016,16.2711
tls,2017,21.82392
ton,2013,46.43736
ton,2014,45.32934
ton,2015,46.74157
ton,2016,44.72649
ton,2017,43.40113
tto,2001,36.62915
tto,2002,37.79787
tto,2003,36.95344
tto,2004,32.97112
tto,2005,31.47805
tto,2006,21.73124
tto,2007,26.25624
tto,2008,21.48968
tto,2009,25.56744
tto,2010,24.10206
tto,2012,24.24623
tto,2013,27.10157
tto,2014,24.51213
tto,2015,28.57742
tun,1972,46.77804
tun,1973,44.56126
tun,1974,45.16995
tun,1975,35.73866
tun,1976,37.54639
tun,1977,35.90229
tun,1978,34.11992
tun,1979,28.49034
tun,1980,34.96729
tun,1981,31.88353
tun,1982,33.04265
tun,1983,33.19576
tun,1984,31.89442
tun,1985,32.03719
tun,1986,32.64311
tun,1987,32.07928
tun,1988,31.48414
tun,1989,31.07555
tun,1990,31.36534
tun,1991,32.89002
tun,1992,34.56445
tun,1993,34.76269
tun,1994,36.27139
tun,1995,36.71048
tun,1996,36.88901
tun,1997,40.23802
tun,1998,40.93834
tun,1999,40.27731
tun,2000,39.76319
tun,2001,40.37039
tun,2002,40.70145
tun,2003,41.44482
tun,2004,39.69813
tun,2005,38.96088
tun,2006,38.86498
tun,2007,37.81052
tun,2008,34.90936
tun,2009,34.94441
tun,2010,34.6452
tun,2011,34.84539
tun,2012,35.05277
tur,1972,46.40371
tur,1973,45.37205
tur,1974,53.69458
tur,1975,47.00109
tur,1976,48.66264
tur,1977,44.58977
tur,1978,48.77953
tur,1979,40.79985
tur,1980,41.30594
tur,1981,37.31992
tur,1983,32.28022
tur,1984,25.87293
tur,1985,23.93193
tur,1986,28.97409
tur,1987,30.6713
tur,1988,29.35064
tur,1989,40.30313
tur,1990,47.48499
tur,1991,46.08024
tur,1992,51.56624
tur,1993,41.75384
tur,1994,35.59368
tur,1995,31.69714
tur,1996,26.85742
tur,1997,26.84345
tur,1998,25.25944
tur,2008,21.56002
tur,2009,20.16074
tur,2010,21.69949
tur,2011,22.58399
tur,2012,24.1252
tur,2013,23.50699
tur,2014,24.29471
tur,2015,24.87224
tur,2016,25.02069
tur,2017,21.75141
tza,2009,19.67429
tza,2010,19.67429
tza,2011,20.14489
tza,2012,21.23341
tza,2013,20.58968
tza,2014,19.65979
tza,2015,21.32527
tza,2016,24.60684
tza,2017,20.36665
tza,2018,20.94572
uga,2015,22.4309
uga,2016,21.02406
uga,2017,21.81334
ukr,1999,13.8805
ukr,2000,14.90242
ukr,2001,16.51474
ukr,2002,17.08017
ukr,2003,17.53208
ukr,2004,15.70954
ukr,2005,12.83106
ukr,2006,13.07489
ukr,2007,13.63717
ukr,2008,13.03567
ukr,2009,12.90665
ukr,2010,12.26053
ukr,2011,11.6259
ukr,2012,11.00226
ukr,2013,11.59268
ukr,2014,10.56331
ukr,2015,11.24941
ukr,2016,13.6457
ukr,2017,14.00447
ury,1972,17.58621
ury,1973,33.6414
ury,1974,38.07107
ury,1975,35.99102
ury,1976,35.28988
ury,1977,38.56663
ury,1978,32.33071
ury,1979,32.80776
ury,1980,31.40953
ury,1981,32.26319
ury,1982,31.7738
ury,1983,30.67382
ury,1984,27.80195
ury,1985,28.30197
ury,1986,23.76474
ury,1987,22.58899
ury,1988,22.98351
ury,1989,22.26856
ury,1990,21.40159
ury,1991,18.95115
ury,1992,17.07517
ury,1993,15.4918
ury,1994,15.89397
ury,1995,16.51108
ury,1996,16.80301
ury,1997,16.12237
ury,1998,15.42367
ury,1999,17.61434
ury,2000,14.97388
ury,2001,23.62741
ury,2002,22.22591
ury,2003,20.89938
ury,2004,21.79798
ury,2005,22.33561
ury,2006,22.46705
ury,2007,22.67347
ury,2008,23.67474
ury,2009,24.60458
ury,2010,23.01656
ury,2011,23.61707
ury,2012,23.16528
ury,2013,23.05798
ury,2014,24.84838
ury,2015,23.00667
ury,2016,32.60548
ury,2017,25.7453
usa,1972,18.56277
usa,1973,17.51539
usa,1974,16.69743
usa,1975,14.90886
usa,1976,13.94757
usa,1977,13.53835
usa,1978,13.27745
usa,1979,12.67702
usa,1980,11.53984
usa,1981,11.2688
usa,1982,11.17398
usa,1983,10.75351
usa,1984,10.88027
usa,1985,10.47019
usa,1986,10.3705
usa,1987,10.70468
usa,1988,10.6707
usa,1989,10.42387
usa,1990,10.06075
usa,1991,9.8265
usa,1992,9.71581
usa,1993,9.44565
usa,1994,9.16234
usa,1995,8.86228
usa,1996,8.69813
usa,1997,8.54398
usa,1998,8.48775
usa,1999,8.6381
usa,2000,8.6622
usa,2001,9.75255
usa,2002,10.2814
usa,2003,10.83661
usa,2004,10.93369
usa,2005,10.79692
usa,2006,10.69333
usa,2007,10.57476
usa,2008,10.10872
usa,2009,9.89498
usa,2010,10.01581
usa,2011,10.13276
usa,2012,10.23616
usa,2013,10.04839
usa,2014,9.86916
usa,2015,9.74931
usa,2016,9.71742
usa,2017,9.62504
uzb,2016,7.6435
uzb,2017,12.38405
vct,2000,52.9411
vct,2001,49.72961
vct,2002,50.6381
vct,2003,51.05482
vct,2004,50.27386
vct,2005,49.08777
vct,2006,48.18657
vct,2007,49.88491
vct,2008,47.95322
vct,2009,45.12701
vct,2010,46.87983
vct,2011,46.68197
vct,2012,49.68112
vct,2013,51.08308
vct,2014,51.1112
vct,2015,52.42152
vct,2016,53.4656
vct,2017,49.82346
vut,1990,60.26971
vut,1995,53.79692
vut,1996,51.41182
vut,1997,45.73474
vut,1998,56.94423
vut,1999,57.47427
vut,2009,54.51778
vut,2010,51.82905
vut,2011,51.79799
vut,2012,53.37592
vut,2013,53.76228
vut,2014,49.02289
vut,2015,46.43348
vut,2016,42.06685
vut,2017,39.00464
wsm,2010,26.32601
wsm,2011,27.93301
wsm,2012,29.8195
wsm,2013,28.85818
wsm,2014,27.29804
wsm,2015,29.54298
wsm,2016,32.66242
wsm,2017,34.99931
zaf,1972,24.84557
zaf,1973,24.1815
zaf,1974,24.37943
zaf,1975,23.52415
zaf,1976,23.07692
zaf,1977,23.17319
zaf,1978,23.39578
zaf,1979,23.34018
zaf,1980,24.76833
zaf,1981,25.03427
zaf,1982,26.24942
zaf,1983,24.2685
zaf,1984,27.12343
zaf,1985,24.81242
zaf,1988,26.31198
zaf,1989,27.39786
zaf,1990,28.46262
zaf,1991,30.39434
zaf,1992,45.26399
zaf,1993,43.01169
zaf,1994,30.2701
zaf,1995,15.60735
zaf,1996,16.42579
zaf,1997,16.81033
zaf,1998,16.7379
zaf,1999,16.18746
zaf,2000,15.55761
zaf,2001,15.67485
zaf,2002,15.01983
zaf,2003,14.60412
zaf,2004,14.23118
zaf,2005,14.30692
zaf,2006,13.80635
zaf,2007,13.77278
zaf,2008,13.37582
zaf,2009,13.44284
zaf,2010,14.51296
zaf,2011,14.19508
zaf,2012,14.4366
zaf,2013,13.94644
zaf,2014,13.80243
zaf,2015,14.11588
zaf,2016,14.51523
zaf,2017,14.12504
zmb,1998,34.73448
zmb,1999,31.13157
zmb,2001,38.90358
zmb,2002,43.80708
zmb,2003,44.69146
zmb,2004,38.76829
zmb,2005,36.41787
zmb,2006,37.62838
zmb,2007,43.27659
zmb,2008,40.73293
zmb,2009,46.99069
zmb,2010,45.3464
zmb,2011,42.67649
zmb,2012,49.77111
zmb,2013,42.43947
zmb,2014,45.7568
zmb,2015,38.67606
zmb,2016,38.69091
zmb,2017,39.05565
zwe,2009,56.33104
zwe,2010,48.75914
zwe,2011,57.39647
zwe,2012,62.81702
zwe,2015,55.50709
zwe,2016,57.97699
zwe,2017,49.22833
