geo,time,ne_gdi_stkb_kn
tha,2016,-340739000000
tha,2017,-68590000000
tha,2018,258420000000
tha,2019,117007000000
tha,2020,117469000000
tha,2021,336803000000
tjk,1993,724167100
tjk,1994,259950800
tjk,1995,130554800
tjk,1996,134031100
tjk,1997,30321200
tjk,1998,31866200
tjk,1999,11652100
tjk,2000,35600000
tjk,2001,14252700
tjk,2002,58470400
tjk,2003,37975000
tjk,2004,37929300
tjk,2005,6527200
tjk,2006,11913100
tjk,2007,10679200
tjk,2008,8518900
tjk,2009,10594900
tjk,2010,11069000
tjk,2011,11543100
tjk,2012,12017300
tjk,2013,12491400
tls,2000,-38483700
tls,2001,-19360400
tls,2002,4278038.41142
tls,2003,6735636.36523
tls,2004,4257829.19558
tls,2005,1467232.51827
tls,2006,1703469.06938
tls,2007,1756551.61876
tls,2008,1811297.80686
tls,2009,1867760.72022
tls,2010,665916.60433
tls,2011,3101243.06216
tls,2012,31406346.51217
tls,2013,22460231.36159
tls,2014,30621919.7276
tls,2015,20761218.24299
tls,2016,26079895.64955
tls,2017,42580584.10345
tls,2018,45990017.19462
tls,2019,71290410.48445
tls,2020,61747952.35185
tls,2021,14778794.28149
ton,2011,62456500
ton,2012,12498000
ton,2013,11023000
ton,2014,8769000
ton,2015,18460000
ton,2016,4897000
ton,2017,12233000
ton,2018,20860000
ton,2019,10667000
ton,2020,13352000
ton,2021,-12347000
tto,1981,0
tto,1982,0
tto,1983,0
tto,1984,0
tto,1985,0
tto,1986,0
tto,1987,0
tto,1988,0
tto,1989,0
tto,1990,0
tto,1991,0
tto,1992,0
tto,1993,0
tto,1994,0
tto,1995,0
tto,1996,0
tto,1997,0
tto,1998,0
tto,1999,0
tto,2000,0
tto,2001,0
tto,2002,0
tto,2003,0
tto,2004,0
tun,2000,159660100
tun,2001,134256800
tun,2002,-16633600
tun,2003,15996700
tun,2004,43884000
tun,2005,-29869200
tun,2006,-185369500
tun,2007,-119166100
tun,2008,-303450900
tun,2009,-25845300
tun,2010,507663700
tun,2011,-898112100
tun,2012,-534155200
tun,2013,399924500
tun,2014,2366171200
tun,2015,680000000
tun,2016,-253000000
tun,2017,3232000000
tun,2018,1925000000
tun,2019,-133000000
tun,2020,-144000000
tun,2021,-73000000
tza,1990,315983251700
tza,1991,341473910800
tza,1992,338614871600
tza,1993,313945703500
tza,1994,317773837400
tza,1995,289381162800
tza,1996,285915208100
tza,1997,287592906300
tza,1998,-565094832900
tza,1999,-576403494100
tza,2000,-587859212100
tza,2001,-597682600600
tza,2002,-609388315000
tza,2003,-622961649600
tza,2004,-636520278600
tza,2005,-612991204400
tza,2006,-661975795700
tza,2007,-663637536600
tza,2008,703282202700
tza,2009,2183167739500
tza,2010,784146671700
tza,2011,-507187501900
tza,2012,1126109382500
tza,2013,2828781964800
tza,2014,3722077771900
tza,2015,837407213500
tza,2016,-1083293123300
tza,2017,-2038734942000
tza,2018,-2014801852000
tza,2019,-4777790719700
tza,2020,-3192498275300
tza,2021,-3192498275300
uga,1992,-11358160900
uga,1993,-18819118200
uga,1994,-26009146800
uga,1995,-123209996900
uga,1996,214158648100
uga,1997,329282468000
uga,1998,112727143700
uga,1999,64049513300
uga,2000,95201689200
uga,2001,106376596900
uga,2002,110890725600
uga,2003,142662685200
uga,2004,111140669400
uga,2005,78749631200
uga,2006,115776012200
uga,2007,128663395600
uga,2008,133451240900
uga,2009,373962872500
uga,2010,372356842500
uga,2011,365468830800
uga,2012,392037582500
uga,2013,463350393500
uga,2014,541185744200
uga,2015,557492120100
uga,2016,557492121000
uga,2017,607494855700
uga,2018,663730376300
uga,2019,727006113700
uga,2020,796954167300
uga,2021,874539023800
ukr,2000,-373000000
ukr,2001,35099000000
ukr,2002,18192000000
ukr,2003,28898000000
ukr,2004,-34684000000
ukr,2005,16436000000
ukr,2006,3593000000
ukr,2007,18506000000
ukr,2008,41866000000
ukr,2009,-32977000000
ukr,2010,7845000000
ukr,2011,52555000000
ukr,2012,4723000000
ukr,2013,-29862000000
ukr,2014,-19465000000
ukr,2015,55256000000
ukr,2016,148581000000
ukr,2017,102606000000
ukr,2018,24578000000
ukr,2019,-78401000000
ukr,2020,-130141000000
ukr,2021,36480065000
ury,1965,0
ury,2016,7725406700
ury,2017,-3884800300
ury,2018,8708253300
ury,2019,-7693765400
ury,2020,9121015700
ury,2021,8769557800
usa,1970,7184036000
usa,1971,32094527000
usa,1972,32968422000
usa,1973,50103332000
usa,1974,37372695000
usa,1975,-16426051000
usa,1976,44004955000
usa,1977,55387466000
usa,1978,58526132000
usa,1979,35969890000
usa,1980,-12048621000
usa,1981,50047657000
usa,1982,-25358872000
usa,1983,-10050293000
usa,1984,100033675000
usa,1985,32199911000
usa,1986,10533471000
usa,1987,42348630000
usa,1988,27786690000
usa,1989,38805327000
usa,1990,20932726000
usa,1991,-2291614000
usa,1992,22700401000
usa,1993,28098867000
usa,1994,87980083000
usa,1995,40332407000
usa,1996,39485355000
usa,1997,94867850000
usa,1998,91315600000
usa,1999,86915303000
usa,2000,78189274000
usa,2001,-52903973000
usa,2002,24203620000
usa,2003,19791393000
usa,2004,82168033000
usa,2005,63363874000
usa,2006,86602132000
usa,2007,40343343000
usa,2008,-32480274000
usa,2009,-176292227000
usa,2010,56950337000
usa,2011,46435756000
usa,2012,70798446000
usa,2013,108024001000
usa,2014,85797831000
usa,2015,136785000000
usa,2016,35497648000
usa,2017,36048431000
usa,2018,65704203000
usa,2019,72685424000
usa,2020,-54265023000
usa,2021,-19287337000
ven,1960,96653800
ven,1961,367483400
ven,1962,494974400
ven,1963,439157100
ven,1964,902316500
ven,1965,718187900
ven,1966,474143500
ven,1967,509007000
ven,1968,892505400
ven,1969,801860300
ven,1970,1624638700
ven,1971,1499130200
ven,1972,1380594300
ven,1973,1108659000
ven,1974,1255085600
ven,1975,1478212000
ven,1976,1310867400
ven,1977,1499130200
ven,1978,983150400
ven,1979,732133300
ven,1980,495061600
ven,1981,278907900
ven,1982,1018013900
ven,1983,-1122604400
ven,1984,434399100
ven,1985,341522800
ven,1986,145101900
ven,1987,904428700
ven,1988,1390983600
ven,1989,-952679800
ven,1990,-960140600
ven,1991,132829900
ven,1992,685137300
ven,1993,-380569900
ven,1994,-1042488100
ven,1995,590029700
ven,1996,254154900
ven,1997,920488000
ven,1998,836834000
ven,1999,1305235000
ven,2000,1781723000
ven,2001,2003593000
ven,2002,-415322000
ven,2003,-129252000
ven,2004,2129593000
ven,2005,2120766000
ven,2006,3686207000
ven,2007,5114399000
ven,2008,5180537900
ven,2009,2076776000
ven,2010,3423110000
ven,2011,5774995000
ven,2012,7297346000
ven,2013,5208353000
ven,2014,2823327000
vir,2002,-311000000
vir,2003,95000000
vir,2004,89000000
vir,2005,-10000000
vir,2006,-49000000
vir,2007,-797000000
vir,2008,203000000
vir,2009,385000000
vir,2010,-380000000
vir,2011,108000000
vir,2012,114000000
vir,2013,150000000
vir,2014,-7000000
vir,2015,-313000000
vir,2016,1342000000
vir,2017,1557000000
vir,2018,1737000000
vir,2019,958000000
vir,2020,1580000000
vnm,1994,5396125030126.32031
vnm,1995,8836842504463.51758
vnm,1996,10372162558815.09961
vnm,1997,10229633327339.90039
vnm,1998,11862473589238.19922
vnm,1999,11342364505032.09961
vnm,2000,12362578225782.59961
vnm,2001,13790375848917.90039
vnm,2002,15243178048319.90039
vnm,2003,16953535381022.59961
vnm,2004,19013964648265.80078
vnm,2005,25380292113660.5
vnm,2006,34812517489743.19922
vnm,2007,53806154687737.39844
vnm,2008,68266155052423.60156
vnm,2009,50393210271995.10156
vnm,2010,53136000000000
vnm,2011,55076000000000
vnm,2012,59261000000000
vnm,2013,63351000000000
vnm,2014,67038000000000
vnm,2015,71636000000000
vnm,2016,77052000000000
vnm,2017,81598000000000
vnm,2018,84870000000000
vnm,2019,88172000000000
vnm,2020,91998000000000
vnm,2021,99495000000000
vut,2002,224000000
vut,2003,193000000
vut,2004,289000000
vut,2005,308000000
vut,2006,523000000
vut,2007,578000000
vut,2008,782000000
vut,2009,774000000
vut,2010,851000000
vut,2011,983000000
vut,2012,514000000
vut,2013,513000000
vut,2014,609000000
vut,2015,686000000
vut,2016,640000000
vut,2017,650000000
vut,2018,648000000
vut,2019,648000000
vut,2020,669000000
vut,2021,664000000
wsm,2014,-24823927.19357
wsm,2015,8189068.48198
wsm,2016,8245265.42644
wsm,2017,7709483.74218
wsm,2018,-1651384.58322
wsm,2019,50024210.43541
wsm,2020,10089517.75075
wsm,2021,33922059.95342
zaf,1960,7501000000
zaf,1961,8820000000
zaf,1962,7086000000
zaf,1963,17737000000
zaf,1964,18652000000
zaf,1965,16041000000
zaf,1966,5947000000
zaf,1967,34160000000
zaf,1968,20556000000
zaf,1969,22346000000
zaf,1970,32124000000
zaf,1971,34382000000
zaf,1972,-12449000000
zaf,1973,7530000000
zaf,1974,34944000000
zaf,1975,13080000000
zaf,1976,-18980000000
zaf,1977,-16414000000
zaf,1978,-15650000000
zaf,1979,-1518000000
zaf,1980,41831000000
zaf,1981,49666000000
zaf,1982,-29243000000
zaf,1983,-4291000000
zaf,1984,1449000000
zaf,1985,-38391000000
zaf,1986,-14772000000
zaf,1987,-11098000000
zaf,1988,9455000000
zaf,1989,-485000000
zaf,1990,-28407000000
zaf,1991,-7931000000
zaf,1992,-9878000000
zaf,1993,-9023560600
zaf,1994,22649212200
zaf,1995,35973827700
zaf,1996,11122033800
zaf,1997,1812488900
zaf,1998,-3318924300
zaf,1999,13826342500
zaf,2000,13067480400
zaf,2001,4447810100
zaf,2002,25199239900
zaf,2003,32776572300
zaf,2004,51335454900
zaf,2005,32829253600
zaf,2006,40372719400
zaf,2007,12885604300
zaf,2008,-13623143100
zaf,2009,-25998240100
zaf,2010,7623212800
zaf,2011,42491912500
zaf,2012,23826255100
zaf,2013,22348318300
zaf,2014,6475690800
zaf,2015,27596959400
zaf,2016,-26098828100
zaf,2017,12236770000
zaf,2018,12634875120.7059
zaf,2019,26741351206.6105
zaf,2020,-59271868849.285
zaf,2021,-20601815021.1482
zmb,2010,3871900000
zwe,2017,5019235500
zwe,2018,7342305900
zwe,2019,6577406100
zwe,2020,7331069800
zwe,2021,6101274500
