geo,time,tm_tax_tcom_sm_ar_zs
pan,2008,11.29
pan,2009,11.58
pan,2010,11.14
pan,2011,10.56
pan,2012,10.89
pan,2013,10.83
pan,2015,11.22
pan,2020,11.73
pan,2021,11.39
pan,2022,11.06
per,1993,18.17
per,1995,16.27
per,1997,14.24
per,1998,14.25
per,1999,14.15
per,2000,15.54
per,2001,12.58
per,2002,12.58
per,2003,12.4
per,2004,11.04
per,2005,10.74
per,2006,9.22
per,2007,9.09
per,2008,5.66
per,2009,3.49
per,2010,3.7
per,2011,1.83
per,2013,1.8
per,2014,1.75
per,2015,1.76
per,2017,0.54
per,2018,0.44
per,2019,0.41
per,2020,0.36
per,2021,0.37
per,2022,0.37
phl,1988,29.79
phl,1989,29.79
phl,1990,20.86
phl,1992,20.67
phl,1993,24.8
phl,1994,23.09
phl,1995,22.13
phl,1996,16.46
phl,1997,16.21
phl,1998,11.73
phl,1999,10.91
phl,2000,8.18
phl,2001,8.19
phl,2002,6.65
phl,2003,5.74
phl,2004,6.16
phl,2005,6.18
phl,2006,6.11
phl,2007,5.96
phl,2008,6.24
phl,2009,6.28
phl,2010,6.26
phl,2011,4.94
phl,2012,4.85
phl,2013,4.8
phl,2015,4.67
phl,2016,5.79
phl,2017,4.58
phl,2018,5.92
phl,2019,4.54
phl,2020,4.47
phl,2021,4.95
phl,2022,4.84
plw,2005,1.29
plw,2006,1.29
plw,2010,7.55
plw,2011,6.93
plw,2012,6.54
plw,2015,11.41
plw,2016,11.01
plw,2017,59.45
plw,2018,65.48
plw,2019,88.54
plw,2020,16.68
plw,2021,16.86
png,1997,35.37
png,1999,37.98
png,2000,22.7
png,2001,21.73
png,2002,17.97
png,2003,16.63
png,2004,18.74
png,2005,19.28
png,2006,15.22
png,2007,16
png,2008,15.39
png,2009,13.87
png,2010,16.12
png,2012,14.98
png,2013,15.05
png,2018,46.42
png,2019,71.93
png,2020,18.43
png,2021,17.05
pol,1991,10.39
pol,1992,10.69
pol,1995,6.46
pol,1996,19.16
pol,1997,36.92
pol,1998,28.15
pol,1999,22.87
pol,2000,13.93
pol,2001,20.19
pol,2002,23.51
pol,2003,18.64
pol,2004,6.85
pol,2005,7.36
pol,2006,7.24
pol,2007,6.51
pol,2008,5.94
pol,2009,6.25
pol,2010,6.3
pol,2011,5.84
pol,2012,5.6
pol,2013,5.38
pol,2014,5.72
pol,2015,5.69
pol,2016,5.32
pol,2017,5.16
pol,2018,5.24
pol,2019,5.87
pol,2020,2.21
pol,2021,4.81
pol,2022,4.06
prt,2000,7.93
prt,2001,9.87
prt,2002,6.42
prt,2003,6.54
prt,2004,6.85
prt,2005,7.36
prt,2006,7.24
prt,2007,6.51
prt,2008,5.94
prt,2009,6.25
prt,2010,6.3
prt,2011,5.84
prt,2012,5.6
prt,2013,5.38
prt,2014,5.72
prt,2015,5.69
prt,2016,5.32
prt,2017,5.16
prt,2018,5.24
prt,2019,5.87
prt,2020,2.21
prt,2021,4.81
prt,2022,4.06
pry,1991,13.84
pry,1994,8.54
pry,1995,8.07
pry,1996,12.07
pry,1997,11.8
pry,1998,11.92
pry,1999,9.63
pry,2000,13.62
pry,2001,12.84
pry,2002,12.42
pry,2003,12.31
pry,2004,6.95
pry,2005,6.45
pry,2006,5.45
pry,2007,5.77
pry,2008,6.44
pry,2009,5.81
pry,2010,6.6
pry,2011,6.68
pry,2012,6.38
pry,2013,6.8
pry,2014,6.57
pry,2015,6.44
pry,2016,5.88
pry,2017,5.65
pry,2018,5.73
pry,2019,5.73
pry,2020,5.67
pry,2021,6.21
pry,2022,6.61
pse,2013,8.49
pse,2014,7.33
pse,2015,8.19
pse,2016,4.62
pse,2017,5.6
pyf,2008,4.3
pyf,2009,4.19
pyf,2011,4.12
pyf,2012,3.59
pyf,2013,3.56
pyf,2014,3.56
pyf,2015,5.02
pyf,2016,4.92
pyf,2017,4.92
pyf,2018,4.92
pyf,2019,4.38
pyf,2020,4.5
pyf,2021,5
qat,2002,4.51
qat,2003,6.13
qat,2004,6.79
qat,2005,4.24
qat,2006,3.92
qat,2007,4.33
qat,2008,5.17
qat,2009,5.25
qat,2010,5.45
qat,2011,5.45
qat,2012,3.67
qat,2013,3.81
qat,2014,3.03
qat,2015,3.08
qat,2016,3.09
qat,2017,4.64
qat,2018,4.14
qat,2019,4.2
qat,2020,3.15
qat,2021,3.24
qat,2022,3.54
rou,1991,19.97
rou,1999,17.22
rou,2001,18.19
rou,2004,13.75
rou,2005,13.42
rou,2007,6.51
rou,2008,5.94
rou,2009,6.25
rou,2010,6.3
rou,2011,5.84
rou,2012,5.6
rou,2013,5.38
rou,2014,5.72
rou,2015,5.69
rou,2016,5.32
rou,2017,5.16
rou,2018,5.24
rou,2019,5.87
rou,2020,2.21
rou,2021,4.81
rou,2022,4.06
rus,1993,3.13
rus,1994,7.57
rus,1996,9.64
rus,1997,11.12
rus,2001,10.76
rus,2002,10.79
rus,2005,10.67
rus,2007,9.03
rus,2008,8.88
rus,2009,9.04
rus,2010,8.02
rus,2011,9.53
rus,2012,9.04
rus,2013,8.34
rus,2014,7.24
rus,2015,4.77
rus,2016,5.51
rus,2017,5.07
rus,2018,5.26
rus,2019,17.8
rus,2020,5.38
rus,2021,5.99
rwa,1993,58.94
rwa,2000,15.86
rwa,2001,14.13
rwa,2002,22.52
rwa,2003,13.06
rwa,2005,17.96
rwa,2006,17.2
rwa,2008,14.58
rwa,2009,13.71
rwa,2010,13.91
rwa,2011,11.63
rwa,2012,14.11
rwa,2013,14.58
rwa,2014,14.98
rwa,2015,14.76
rwa,2016,14.61
rwa,2018,17.04
rwa,2019,15.25
rwa,2020,15.65
rwa,2021,20.56
rwa,2022,23.3
sau,1994,11.96
sau,1999,12.53
sau,2000,13.23
sau,2001,13.49
sau,2002,7.67
sau,2003,6.29
sau,2004,6.64
sau,2005,3.62
sau,2006,3.42
sau,2007,3.57
sau,2008,2.77
sau,2009,2.81
sau,2011,4.72
sau,2012,3.88
sau,2013,3.88
sau,2014,3.55
sau,2015,4.58
sau,2017,6.88
sau,2020,4.88
sau,2022,6.72
sdn,1996,11.17
sdn,2002,29.72
sdn,2006,14.07
sdn,2008,16.95
sdn,2009,17.77
sdn,2010,15.92
sdn,2011,15.76
sdn,2012,14.54
sdn,2013,14.66
sdn,2017,17.95
sdn,2020,0
sdn,2021,0
sen,2001,14.42
sen,2002,14.65
sen,2003,14.66
sen,2004,14.75
sen,2005,14.89
sen,2006,14.37
sen,2007,14.09
sen,2008,14.08
sen,2009,14.15
sen,2010,14.31
sen,2011,14.35
sen,2012,14.15
sen,2013,14.16
sen,2014,14.23
sen,2015,15.57
sen,2016,15.31
sen,2017,16.82
sen,2018,15.94
sen,2019,15.28
sen,2020,15.41
sen,2021,15.36
sen,2022,15.4
sgp,1989,9.32
sgp,1995,4.11
sgp,1996,0.52
sgp,1997,0.52
sgp,1998,0.5
sgp,1999,0.47
sgp,2000,0.49
sgp,2001,0.34
sgp,2002,0.39
sgp,2003,0.31
sgp,2004,0
sgp,2005,0.35
sgp,2006,0.37
sgp,2007,0.24
sgp,2008,1.04
sgp,2009,0.91
sgp,2010,1.11
sgp,2011,1.8
sgp,2012,1.31
sgp,2013,1.3
sgp,2014,1.28
sgp,2015,1.25
sgp,2016,1.25
sgp,2017,1.15
sgp,2018,3.57
sgp,2019,7.54
sgp,2020,1.02
sgp,2021,0.5
sgp,2022,0.32
slb,2008,14.75
slb,2015,22.49
slb,2016,23.66
slb,2017,20.21
slb,2018,35.27
slb,2019,45.74
slb,2020,17.91
slb,2021,17.44
slb,2022,23.1
sle,2004,18.41
sle,2006,19.19
sle,2010,16.54
sle,2011,16.48
sle,2012,16.24
sle,2020,19.42
sle,2021,19.23
sle,2022,18.64
slv,1995,12.68
slv,1996,11.41
slv,1997,11.01
slv,1998,10.8
slv,1999,10.02
slv,2000,10.44
slv,2001,10.77
slv,2002,7.14
slv,2003,10.25
slv,2004,7.11
slv,2005,10.76
slv,2006,5.56
slv,2007,6.62
slv,2008,4.9
slv,2009,4.78
slv,2010,8.64
slv,2011,8.62
slv,2012,4.87
slv,2013,5.01
slv,2014,4.54
slv,2015,4.67
slv,2017,4.88
slv,2018,4.85
slv,2019,4.79
slv,2020,4.76
slv,2021,4.81
slv,2022,4.51
srb,2001,10.84
srb,2002,13.17
srb,2005,10.95
srb,2007,9.7
srb,2008,9.83
srb,2009,7.38
srb,2010,6.77
srb,2011,6.15
srb,2013,5.45
srb,2015,3.38
srb,2016,3.38
srb,2017,3.57
srb,2018,3.71
srb,2021,4.14
stp,2013,10.04
stp,2014,9.83
stp,2015,9.78
stp,2016,9.82
stp,2018,10.66
stp,2019,10.75
sur,1996,25.1
sur,1999,22.85
sur,2000,23.23
sur,2007,16.77
sur,2009,18.18
sur,2010,18.23
sur,2011,17.6
sur,2012,15.41
sur,2013,15.41
sur,2018,15.73
sur,2019,16.79
sur,2020,16.79
sur,2021,15.82
sur,2022,15.79
svk,2002,5.66
svk,2004,6.85
svk,2005,7.36
svk,2006,7.24
svk,2007,6.51
svk,2008,5.94
svk,2009,6.25
svk,2010,6.3
svk,2011,5.84
svk,2012,5.6
svk,2013,5.38
svk,2014,5.72
svk,2015,5.69
svk,2016,5.32
svk,2017,5.16
svk,2018,5.24
svk,2019,5.87
svk,2020,2.21
svk,2021,4.81
svk,2022,4.06
svn,1999,9.23
svn,2001,9.81
svn,2002,7.43
svn,2003,7.45
svn,2004,6.85
svn,2005,7.36
svn,2006,7.24
svn,2007,6.51
svn,2008,5.94
svn,2009,6.25
svn,2010,6.3
svn,2011,5.84
svn,2012,5.6
svn,2013,5.38
svn,2014,5.72
svn,2015,5.69
svn,2016,5.32
svn,2017,5.16
svn,2018,5.24
svn,2019,5.87
svn,2020,2.21
svn,2021,4.81
svn,2022,4.06
swe,1988,0.94
swe,1989,1.37
swe,2000,7.93
swe,2001,9.87
swe,2002,6.42
swe,2003,6.54
swe,2004,6.85
swe,2005,7.36
swe,2006,7.24
swe,2007,6.51
swe,2008,5.94
swe,2009,6.25
swe,2010,6.3
swe,2011,5.84
swe,2012,5.6
swe,2013,5.38
swe,2014,5.72
swe,2015,5.69
swe,2016,5.32
swe,2017,5.16
swe,2018,5.24
swe,2019,5.87
swe,2020,2.21
swe,2021,4.81
swe,2022,4.06
swz,2001,0.26
swz,2002,11.92
swz,2004,9.67
swz,2005,21.12
swz,2006,15.39
swz,2007,20.34
swz,2008,25.05
swz,2009,13.93
swz,2010,12.55
swz,2011,22.41
swz,2012,14.64
swz,2013,2.83
swz,2014,2.46
swz,2015,3.82
swz,2016,2.55
swz,2017,1.94
swz,2018,2.27
swz,2019,16.48
swz,2020,4.07
swz,2021,4.93
swz,2022,3.15
syc,2000,46.08
syc,2001,41.21
syc,2005,30.17
syc,2006,27.73
syc,2007,31.08
syc,2015,5.59
syc,2016,6.11
syc,2017,6.06
syc,2018,9.04
syc,2019,43.88
syc,2020,6.11
syc,2021,6.16
syc,2022,6.83
syr,2002,14.42
syr,2009,9.44
syr,2010,9.91
syr,2013,15.29
syr,2020,8.61
tcd,1995,20.54
tcd,1997,20.54
tcd,2001,21.23
tcd,2002,22.5
tcd,2003,22.49
tcd,2004,22.4
tcd,2005,22.97
tcd,2006,22.85
tcd,2007,21.09
tcd,2008,22.58
tcd,2009,22.44
tcd,2010,21.67
tcd,2011,22.02
tcd,2013,21.97
tcd,2015,17.92
tcd,2016,20.66
tcd,2022,24.11
tgo,1996,14.03
tgo,1997,14.65
tgo,1999,14.47
tgo,2000,15.2
tgo,2001,14.64
tgo,2002,14.72
tgo,2003,15.15
tgo,2004,15.17
tgo,2005,15.33
tgo,2006,14.33
tgo,2007,13.76
tgo,2008,13.76
tgo,2009,13.81
tgo,2010,14.05
tgo,2011,14.51
tgo,2012,14.34
tgo,2013,14.36
tgo,2014,14.36
tgo,2015,14.69
tgo,2016,14.73
tgo,2017,17.78
tgo,2018,17.59
tgo,2019,15.02
tgo,2020,15.02
tgo,2021,13.87
tgo,2022,16.31
tha,1989,42.35
tha,1991,40.99
tha,1993,48.81
tha,1995,31.62
tha,1999,39.34
tha,2000,24.65
tha,2001,16.23
tha,2003,16.66
tha,2004,12.09
tha,2005,13.25
tha,2006,13.6
tha,2007,14.18
tha,2008,14.31
tha,2009,14.73
tha,2010,14.03
tha,2011,14.69
tha,2013,18.61
tha,2014,12.5
tha,2015,12.21
tha,2021,13.17
tha,2022,12.64
tjk,2006,7.11
tjk,2010,4.4
tjk,2012,4.61
tjk,2013,5.01
tjk,2014,4.86
tjk,2015,9
tjk,2016,5.2
tjk,2017,4.65
tjk,2020,4.18
tjk,2021,6.35
tkm,1998,0
tkm,2002,14.73
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.52
tls,2021,2.52
ton,2009,12.72
ton,2010,12.66
ton,2011,12.63
ton,2012,12.38
ton,2013,11.5
ton,2015,11.44
ton,2016,10.55
ton,2017,9.55
ton,2020,7.41
ton,2021,7.64
ton,2022,7.62
tto,1991,26.14
tto,1992,27.95
tto,1996,18.23
tto,1999,28.03
tto,2001,17.97
tto,2002,15.05
tto,2003,15.59
tto,2004,19.73
tto,2005,18.91
tto,2006,17.19
tto,2007,17.13
tto,2008,17.09
tto,2010,20.09
tto,2011,20.1
tto,2012,17.69
tto,2013,17.4
tto,2021,24.25
tto,2022,15.86
tun,1990,25.08
tun,1992,25.32
tun,1995,28.68
tun,1998,30.13
tun,2000,41.38
tun,2002,44.04
tun,2003,38.16
tun,2004,37.85
tun,2005,26.63
tun,2006,32.23
tun,2008,26.74
tun,2009,25.05
tun,2010,17.86
tun,2011,22.34
tun,2012,22.14
tun,2013,12.27
tun,2015,11.86
tun,2016,19.53
tur,1993,6.37
tur,1995,9.57
tur,1996,14.1
tur,1997,14.56
tur,1998,14.01
tur,1999,16.09
tur,2000,14.32
tur,2001,12.3
tur,2002,11.5
tur,2003,11.59
tur,2004,12.85
tur,2005,12.69
tur,2006,12.58
tur,2007,13.66
tur,2008,13.07
tur,2009,13.7
tur,2010,14.3
tur,2011,13.83
tur,2013,14
tur,2015,15.73
tur,2016,14.46
tur,2017,14.43
tur,2018,13.18
tur,2019,20.69
tur,2020,19.82
tur,2021,22.91
tur,2022,21.87
tuv,2010,11.27
tuv,2017,11.5
tza,1993,22.4
tza,1997,29.94
tza,1998,26.58
tza,2000,19.01
tza,2003,16.57
tza,2005,18.55
tza,2006,17.29
tza,2007,16.59
tza,2008,18.16
tza,2009,17.87
tza,2010,18.23
tza,2011,17.4
tza,2012,19.02
tza,2013,18.92
tza,2014,19.13
tza,2015,17.11
tza,2016,16.96
tza,2018,17.32
tza,2019,16.94
tza,2020,18.14
tza,2021,18.16
tza,2022,19.83
uga,1994,19.52
uga,2000,10
uga,2001,10.02
uga,2002,9.86
uga,2003,9.77
uga,2004,9.58
uga,2005,16.65
uga,2006,15.67
uga,2007,15.82
uga,2008,16.47
uga,2009,17.07
uga,2010,17.7
uga,2011,16.71
uga,2012,17.49
uga,2013,16.94
uga,2014,17.26
uga,2015,15.77
uga,2016,15.69
uga,2018,16.85
uga,2019,17.54
uga,2020,22.24
uga,2021,22.27
uga,2022,23.8
ukr,1995,8.82
ukr,1997,12.75
ukr,2002,8.04
ukr,2006,5.32
ukr,2007,6.14
ukr,2008,5.31
ukr,2009,4.61
ukr,2010,6.09
ukr,2011,5.02
ukr,2012,5.17
ukr,2013,5.9
ukr,2014,5.34
ukr,2015,5.05
ukr,2016,5.67
ukr,2017,4.02
ukr,2018,3.58
ukr,2019,20.91
ukr,2020,3.12
ukr,2021,3.01
ukr,2022,2.79
ury,1992,7.98
ury,1995,10.53
ury,1996,10.71
ury,1997,10.67
ury,1998,13.07
ury,1999,12.89
ury,2000,9.27
ury,2001,8.89
ury,2002,11.46
ury,2004,7.12
ury,2005,6.32
ury,2006,5.62
ury,2007,5.79
ury,2008,5.71
ury,2009,5.65
ury,2010,5.89
ury,2011,6.16
ury,2012,6.29
ury,2013,6.38
ury,2014,6.38
ury,2015,6.51
ury,2016,6.8
ury,2017,6.85
ury,2018,6.9
ury,2019,6.91
ury,2020,6.86
ury,2021,6.86
ury,2022,6.58
usa,1989,2.89
usa,1990,2.81
usa,1991,2.79
usa,1992,2.81
usa,1993,2.65
usa,1995,3.04
usa,1996,3.25
usa,1997,3.41
usa,1998,3.7
usa,1999,3.15
usa,2000,3.1
usa,2001,3.21
usa,2002,3.31
usa,2003,3.01
usa,2004,2.89
usa,2005,2.7
usa,2006,2.67
usa,2007,2.92
usa,2008,2.54
usa,2009,2.54
usa,2010,2.45
usa,2011,2.63
usa,2012,2.53
usa,2013,2.49
usa,2014,2.53
usa,2015,2.43
usa,2016,2.44
usa,2017,6.64
usa,2018,5.96
usa,2019,39.52
usa,2020,2.72
usa,2021,2.56
usa,2022,2.48
uzb,2001,10.76
uzb,2006,12.08
uzb,2007,12.11
uzb,2008,12.77
uzb,2009,12.16
uzb,2012,12.11
uzb,2014,12.53
uzb,2015,15.49
uzb,2020,7.22
uzb,2021,9.39
vct,1996,22.25
vct,1999,21.05
vct,2000,21.34
vct,2001,18.96
vct,2002,19.13
vct,2003,18.92
vct,2006,13.64
vct,2007,15.57
vct,2010,18.71
vct,2011,19
vct,2012,15.51
vct,2013,15.51
vct,2015,14.86
vct,2016,15.57
vct,2017,15.61
vct,2018,15.72
vct,2019,15.58
vct,2020,15.65
vct,2021,16.85
vct,2022,17.85
ven,1992,16.25
ven,1995,11.67
ven,1997,13.05
ven,1998,13.7
ven,1999,13.58
ven,2000,13.5
ven,2001,13.74
ven,2002,13.84
ven,2003,13.85
ven,2004,12.36
ven,2005,12.22
ven,2006,10.77
ven,2007,11.07
ven,2008,11.7
ven,2009,11.82
ven,2010,12.21
ven,2011,11.57
ven,2012,11.49
ven,2013,11.17
ven,2014,10.94
ven,2015,10.58
ven,2016,11.16
ven,2017,10.8
ven,2018,9.45
ven,2019,11.45
ven,2020,13.36
ven,2021,11.82
ven,2022,11.05
vnm,1994,12.17
vnm,1999,14.66
vnm,2001,16.98
vnm,2002,16.26
vnm,2003,16.14
vnm,2004,15.97
vnm,2005,15.3
vnm,2006,15.24
vnm,2007,14.59
vnm,2008,10.77
vnm,2009,10.83
vnm,2010,8.64
vnm,2012,8.42
vnm,2013,8.07
vnm,2014,7.99
vnm,2015,7.26
vnm,2016,8.16
vnm,2017,8.21
vnm,2018,10.1
vnm,2019,7.39
vnm,2020,7.13
vnm,2021,5.81
vnm,2022,5.37
vut,2002,27.92
vut,2003,25.36
vut,2004,25.4
vut,2005,25.43
vut,2006,29.04
vut,2007,28.14
vut,2008,27.26
vut,2009,27.13
vut,2012,19.32
vut,2015,8.95
vut,2016,8.63
vut,2017,16.16
vut,2020,19.1
vut,2021,17.26
vut,2022,19.06
wsm,2011,18.82
wsm,2012,14.19
wsm,2013,13.61
wsm,2014,19.41
wsm,2015,21.57
wsm,2016,16.41
wsm,2017,16.64
wsm,2018,21.01
wsm,2020,16.26
yem,2000,13.99
yem,2006,9.74
yem,2009,7.1
yem,2011,6.57
yem,2012,6.43
yem,2013,6.09
yem,2015,6.67
yem,2016,6.22
yem,2017,6.26
zaf,1988,5.18
zaf,1990,7.19
zaf,1991,7.26
zaf,1993,9.52
zaf,1996,7.59
zaf,1997,8.29
zaf,1999,8.24
zaf,2000,8.4
zaf,2001,8.01
zaf,2002,6.97
zaf,2003,7.38
zaf,2004,6.71
zaf,2005,6.96
zaf,2006,6.79
zaf,2007,6.73
zaf,2008,6.08
zaf,2009,5.41
zaf,2010,5.75
zaf,2011,5.67
zaf,2012,5.6
zaf,2013,4.5
zaf,2014,4.24
zaf,2015,4.38
zaf,2016,4.64
zaf,2017,4.38
zaf,2018,4.45
zaf,2019,14.63
zaf,2020,4.5
zaf,2021,4.89
zaf,2022,4.63
zmb,1993,29.36
zmb,1997,17.34
zmb,2001,28.1
zmb,2002,25.22
zmb,2003,13.72
zmb,2004,32.66
zmb,2005,14.87
zmb,2006,30.31
zmb,2007,23.94
zmb,2008,13.12
zmb,2009,9.25
zmb,2010,9.27
zmb,2011,8.41
zmb,2012,11.24
zmb,2013,11.69
zmb,2015,11.68
zmb,2016,13.33
zmb,2018,12.95
zmb,2020,12.97
zmb,2021,13.33
zmb,2022,12.89
zwe,1996,35.67
zwe,1997,24.03
zwe,1998,21.19
zwe,1999,36.4
zwe,2000,26.43
zwe,2001,21.27
zwe,2002,21.04
zwe,2003,19.57
zwe,2007,19.33
zwe,2010,21.31
zwe,2011,10.48
zwe,2012,20.46
zwe,2015,16.85
zwe,2016,7.22
zwe,2021,24.62
