geo,time,dc_dac_cecl_cd
gha,1999,25629999.16077
gha,2000,16409999.84741
gha,2001,18139999.38965
gha,2002,42439998.62671
gha,2003,71230003.35693
gha,2004,63520000.45776
gha,2005,77419998.16895
gha,2006,61880001.06812
gha,2007,85220001.2207
gha,2008,118489997.86377
gha,2009,166880004.88281
gha,2010,105559997.55859
gha,2011,73199996.94824
gha,2012,85599998.47412
gha,2013,33249614.71558
gha,2014,49022140.50293
gha,2015,157338500.97656
gha,2016,60397270.20264
gha,2017,31481220.24536
gha,2018,78603515.625
gha,2019,41642517.08984
gha,2020,129392776.48926
gha,2021,47921321.8689
gha,2022,26334325.79041
gha,2023,42759277.34375
gin,1971,270000.01073
gin,1972,239999.99464
gin,1973,29999.99933
gin,1975,29999.99933
gin,1977,9999.99978
gin,1978,7929999.82834
gin,1979,8699999.80927
gin,1980,21059999.46594
gin,1981,21450000.76294
gin,1982,7969999.79019
gin,1983,12340000.15259
gin,1984,13859999.65668
gin,1985,8199999.80927
gin,1986,12890000.34332
gin,1987,13060000.41962
gin,1988,12289999.96185
gin,1989,30809999.46594
gin,1990,32700000.76294
gin,1991,55139999.38965
gin,1992,53630001.06812
gin,1993,38830001.83105
gin,1994,47500000
gin,1995,65050003.05176
gin,1996,61479999.54224
gin,1997,38060001.37329
gin,1998,49810001.37329
gin,1999,41689998.62671
gin,2000,15569999.69482
gin,2001,14329999.92371
gin,2002,42159999.84741
gin,2003,46020000.45776
gin,2004,37569999.69482
gin,2005,15220000.26703
gin,2006,21340000.15259
gin,2007,30899999.61853
gin,2008,36560001.37329
gin,2009,41189998.62671
gin,2010,72360000.61035
gin,2011,36310001.37329
gin,2012,30479999.54224
gin,2013,41772411.34644
gin,2014,53466083.52661
gin,2015,87010070.80078
gin,2016,77478996.27686
gin,2017,82175315.85693
gin,2018,105286483.76465
gin,2019,81488639.83154
gin,2020,48075622.55859
gin,2021,62832935.33325
gin,2022,77865684.50928
gin,2023,47811233.52051
gmb,1974,1009999.99046
gmb,1975,810000.00238
gmb,1976,479999.98927
gmb,1977,230000.00417
gmb,1978,3099999.90463
gmb,1979,6070000.17166
gmb,1980,9420000.07629
gmb,1981,13739999.77112
gmb,1982,6659999.84741
gmb,1983,2009999.99046
gmb,1984,4039999.96185
gmb,1985,2180000.06676
gmb,1986,10420000.07629
gmb,1987,7599999.90463
gmb,1988,8310000.41962
gmb,1989,6940000.05722
gmb,1990,5300000.19073
gmb,1991,9229999.54224
gmb,1992,15970000.26703
gmb,1993,9399999.61853
gmb,1994,10619999.88556
gmb,1995,3339999.91417
gmb,1996,2460000.03815
gmb,1997,1610000.01431
gmb,1998,7989999.77112
gmb,1999,2720000.02861
gmb,2000,7559999.94278
gmb,2001,4019999.98093
gmb,2002,6110000.13351
gmb,2003,3670000.07629
gmb,2004,3500000
gmb,2005,1960000.03815
gmb,2006,1460000.03815
gmb,2007,9199999.80927
gmb,2008,9890000.34332
gmb,2009,15239999.77112
gmb,2010,22680000.30518
gmb,2011,38049999.23706
gmb,2012,20399999.61853
gmb,2013,16781053.54309
gmb,2014,15044397.35413
gmb,2015,9326778.41187
gmb,2016,6737487.79297
gmb,2017,49905612.94556
gmb,2018,50342441.55884
gmb,2019,53844184.87549
gmb,2020,62767337.79907
gmb,2021,32557830.81055
gmb,2022,35320434.57031
gmb,2023,72808074.95117
gnb,1975,2900000.09537
gnb,1976,1129999.99523
gnb,1977,7460000.03815
gnb,1978,6659999.84741
gnb,1979,10930000.30518
gnb,1980,10619999.88556
gnb,1981,6039999.96185
gnb,1982,10539999.96185
gnb,1983,4409999.84741
gnb,1984,8880000.11444
gnb,1985,6469999.79019
gnb,1986,6130000.11444
gnb,1987,11060000.41962
gnb,1988,6920000.07629
gnb,1989,10970000.26703
gnb,1990,4500000
gnb,1991,7000000
gnb,1992,7530000.20981
gnb,1993,4769999.98093
gnb,1994,24829999.92371
gnb,1995,12720000.26703
gnb,1996,13659999.84741
gnb,1997,25850000.38147
gnb,1998,9109999.65668
gnb,1999,16250000
gnb,2000,17360000.61035
gnb,2001,17950000.76294
gnb,2002,22270000.45776
gnb,2003,19790000.91553
gnb,2004,14119999.88556
gnb,2005,16260000.22888
gnb,2006,33250000
gnb,2007,44930000.30518
gnb,2008,48369998.93188
gnb,2009,60119998.93188
gnb,2010,16569999.69482
gnb,2011,20579999.92371
gnb,2012,14739999.77112
gnb,2013,18746082.30591
gnb,2014,29910905.83801
gnb,2015,29021575.92773
gnb,2016,23235254.28772
gnb,2017,23638801.57471
gnb,2018,27379699.70703
gnb,2019,28191604.61426
gnb,2020,15666552.54364
gnb,2021,18670553.2074
gnb,2022,19330423.3551
gnb,2023,28076448.44055
gnq,1979,419999.98689
gnq,1980,-70000.0003
gnq,1981,2140000.1049
gnq,1982,3299999.95232
gnq,1983,1049999.95232
gnq,1984,790000.02146
gnq,1985,400000.00596
gnq,1986,1669999.95708
gnq,1987,5670000.07629
gnq,1988,6730000.01907
gnq,1989,7110000.13351
gnq,1990,8000000
gnq,1991,3319999.93324
gnq,1992,4820000.17166
gnq,1993,1559999.94278
gnq,1994,3549999.95232
gnq,1995,2369999.88556
gnq,1996,1549999.95232
gnq,1997,2599999.90463
gnq,1998,1830000.04292
gnq,1999,800000.01192
gnq,2000,2079999.92371
gnq,2001,2630000.11444
gnq,2002,4079999.92371
gnq,2003,1559999.94278
gnq,2004,3750000
gnq,2005,2529999.97139
gnq,2006,4059999.94278
gnq,2007,2069999.93324
gnq,2008,5309999.94278
gnq,2009,3140000.1049
gnq,2010,289999.99166
gnq,2011,170000.00179
gnq,2012,779999.97139
gnq,2013,228731.00638
gnq,2016,75759.99945
gnq,2017,262529.99902
gnq,2018,530059.99327
gnq,2019,447654.99234
gnq,2020,320461.00497
gnq,2021,156657.99379
gnq,2022,504142.99965
gnq,2023,201567.99257
grd,1977,9999.99978
grd,1978,150000.00596
grd,1979,349999.99404
grd,1980,910000.02623
grd,1981,1970000.02861
grd,1982,560000.00238
grd,1983,2569999.93324
grd,1984,2589999.91417
grd,1985,2349999.90463
grd,1986,1070000.05245
grd,1987,1240000.00954
grd,1988,6269999.98093
grd,1989,2740000.00954
grd,1990,2799999.95232
grd,1991,3220000.02861
grd,1992,3460000.03815
grd,1993,1440000.05722
grd,1994,11119999.88556
grd,1995,3869999.88556
grd,1996,209999.99344
grd,1997,1899999.97616
grd,1998,540000.02146
grd,1999,1450000.04768
grd,2000,1809999.94278
grd,2001,90000.00358
grd,2002,319999.99285
grd,2003,519999.98093
grd,2004,2069999.93324
grd,2005,11489999.77112
grd,2006,4380000.11444
grd,2007,1110000.01431
grd,2008,9630000.11444
grd,2009,14800000.19073
grd,2010,12170000.07629
grd,2011,2789999.96185
grd,2012,800000.01192
grd,2013,339192.98649
grd,2014,7658450.12665
grd,2015,-80587.99803
grd,2016,-1864426.01681
grd,2017,1542103.05214
grd,2018,509842.99183
grd,2019,1815471.05312
grd,2020,612011.01542
grd,2021,12215.99989
grd,2022,457482.01013
grd,2023,280481.99415
gtm,1975,9999.99978
gtm,1976,839999.97377
gtm,1978,29999.99933
gtm,1979,9999.99978
gtm,1985,280000.00119
gtm,1986,230000.00417
gtm,1987,5829999.92371
gtm,1988,3910000.08583
gtm,1989,7239999.77112
gtm,1990,10600000.38147
gtm,1991,11409999.84741
gtm,1992,7699999.80927
gtm,1993,16190000.53406
gtm,1994,17690000.53406
gtm,1995,19430000.30518
gtm,1996,30430000.30518
gtm,1997,26930000.30518
gtm,1998,33040000.91553
gtm,1999,36450000.76294
gtm,2000,20879999.16077
gtm,2001,20270000.45776
gtm,2002,32090000.15259
gtm,2003,25090000.15259
gtm,2004,23260000.22888
gtm,2005,29989999.77112
gtm,2006,31649999.61853
gtm,2007,30760000.22888
gtm,2008,39049999.23706
gtm,2009,27950000.76294
gtm,2010,37430000.30518
gtm,2011,41369998.93188
gtm,2012,31500000
gtm,2013,25131200.79041
gtm,2014,21045139.31274
gtm,2015,24225667.95349
gtm,2016,17506513.59558
gtm,2017,42741470.33691
gtm,2018,21417089.46228
gtm,2019,43102809.90601
gtm,2020,32339954.37622
gtm,2021,41312263.48877
gtm,2022,24606163.0249
gtm,2023,27595176.69678
guy,1968,59999.99866
guy,1973,9999.99978
guy,1975,9999.99978
guy,1978,990000.00954
guy,1979,5010000.22888
guy,1980,2859999.8951
guy,1981,5909999.84741
guy,1982,7360000.13351
guy,1983,3450000.04768
guy,1984,1820000.05245
guy,1985,2309999.94278
guy,1986,8270000.45776
guy,1987,6829999.92371
guy,1988,5130000.11444
guy,1989,7510000.22888
guy,1990,29200000.76294
guy,1991,19020000.45776
guy,1992,5019999.98093
guy,1993,13840000.15259
guy,1994,8350000.38147
guy,1995,9050000.19073
guy,1996,11770000.45776
guy,1997,6510000.22888
guy,1998,9050000.19073
guy,1999,4989999.77112
guy,2000,7300000.19073
guy,2001,8710000.03815
guy,2002,2039999.96185
guy,2003,1440000.05722
guy,2004,9420000.07629
guy,2005,21899999.61853
guy,2006,17760000.22888
guy,2007,16600000.38147
guy,2008,54139999.38965
guy,2009,52209999.08447
guy,2010,29250000
guy,2011,27889999.38965
guy,2012,30510000.22888
guy,2013,31320644.37866
guy,2014,21213314.0564
guy,2015,442140.99646
guy,2016,42172363.28125
guy,2017,10616457.93915
guy,2018,28286474.22791
guy,2019,3825176.0006
guy,2020,11235339.16473
guy,2021,10086152.07672
guy,2022,734052.00243
guy,2023,5031142.2348
hkg,1989,2420000.07629
hkg,1990,3000000
hkg,1991,1919999.95708
hkg,1992,4260000.22888
hkg,1993,769999.98093
hkg,1994,2339999.91417
hkg,1995,2569999.93324
hkg,1996,800000.01192
hnd,1971,19999.99955
hnd,1974,1470000.02861
hnd,1975,2700000.04768
hnd,1976,910000.02623
hnd,1977,2509999.99046
hnd,1978,1669999.95708
hnd,1979,3170000.07629
hnd,1980,4599999.90463
hnd,1981,7210000.03815
hnd,1982,8979999.54224
hnd,1983,6429999.82834
hnd,1984,10859999.65668
hnd,1985,2920000.07629
hnd,1986,3900000.09537
hnd,1987,4199999.80927
hnd,1988,6130000.11444
hnd,1989,8880000.11444
hnd,1990,10399999.61853
hnd,1991,10149999.61853
hnd,1992,2599999.90463
hnd,1993,12000000
hnd,1994,6769999.98093
hnd,1995,17340000.15259
hnd,1996,11909999.84741
hnd,1997,7460000.03815
hnd,1998,12119999.88556
hnd,1999,15670000.07629
hnd,2000,18170000.07629
hnd,2001,14710000.03815
hnd,2002,23889999.38965
hnd,2003,26370000.83923
hnd,2004,47959999.08447
hnd,2005,27809999.46594
hnd,2006,32330001.83105
hnd,2007,41310001.37329
hnd,2008,23770000.45776
hnd,2009,39799999.23706
hnd,2010,58470001.2207
hnd,2011,45430000.30518
hnd,2012,52240001.67847
hnd,2013,90855339.05029
hnd,2014,31280551.9104
hnd,2015,46791103.36304
hnd,2016,47782661.43799
hnd,2017,67994598.38867
hnd,2018,93718284.60693
hnd,2019,67190986.6333
hnd,2020,60480377.19727
hnd,2021,50307815.55176
hnd,2022,23590093.61267
hnd,2023,18674804.6875
hrv,1995,8149999.61853
hrv,1996,500000
hrv,1997,15550000.19073
hrv,1998,9829999.92371
hrv,1999,18440000.53406
hrv,2000,11539999.96185
hrv,2001,12899999.61853
hrv,2002,18309999.46594
hrv,2003,26889999.38965
hrv,2004,24110000.61035
hrv,2005,51409999.84741
hrv,2006,121699996.94824
hrv,2007,100870002.74658
hrv,2008,181130004.88281
hrv,2009,129940002.44141
hrv,2010,105389999.38965
hti,1970,29999.99933
hti,1971,50000.00075
hti,1972,9999.99978
hti,1974,400000.00596
hti,1975,2099999.90463
hti,1976,649999.97616
hti,1978,1679999.94755
hti,1979,349999.99404
hti,1980,670000.01669
hti,1981,289999.99166
hti,1982,150000.00596
hti,1983,2099999.90463
hti,1984,5139999.86649
hti,1985,4050000.19073
hti,1986,4329999.92371
hti,1987,4489999.77112
hti,1988,3900000.09537
hti,1989,20770000.45776
hti,1990,10500000
hti,1991,12850000.38147
hti,1992,12560000.41962
hti,1993,9960000.03815
hti,1994,13600000.38147
hti,1995,85830001.83105
hti,1996,67349998.47412
hti,1997,42169998.16895
hti,1998,47520000.45776
hti,1999,35400001.52588
hti,2000,11170000.07629
hti,2001,15789999.96185
hti,2002,15390000.34332
hti,2003,10310000.41962
hti,2004,42950000.76294
hti,2005,55909999.84741
hti,2006,82419998.16895
hti,2007,97480003.35693
hti,2008,117500000
hti,2009,102669998.16894
hti,2010,284269989.01367
hti,2011,180720001.2207
hti,2012,131410003.66211
hti,2013,105280532.83691
hti,2014,163057907.10449
hti,2015,133840484.61914
hti,2016,120396949.76807
hti,2017,73756248.47412
hti,2018,134684616.08887
hti,2019,57081394.19556
hti,2020,103316261.2915
hti,2021,96296463.0127
hti,2022,48184551.23901
hti,2023,50756519.31763
hun,1990,37450000.76294
hun,1991,508869995.11719
hun,1992,81449996.94824
hun,1993,72269996.64307
hun,1994,125279998.7793
hun,1995,-342920013.42773
hun,1996,90750000
hun,1997,75050003.05176
hun,1998,125069999.69482
hun,1999,216270004.27246
hun,2000,195669998.16895
hun,2001,359260009.76562
hun,2002,116980003.35693
hun,2003,189910003.66211
hun,2004,237809997.55859
idn,1960,140000.0006
idn,1961,1519999.98093
idn,1962,1450000.04768
idn,1963,750000
idn,1964,280000.00119
idn,1969,4070000.17166
idn,1970,4389999.86649
idn,1971,129999.99523
idn,1972,3130000.11444
idn,1973,449999.98808
idn,1974,9640000.34332
idn,1975,790000.02146
idn,1976,170000.00179
idn,1977,2660000.08583
idn,1978,2190000.05722
idn,1979,1250000
idn,1980,1350000.02384
idn,1981,30709999.08447
idn,1982,9460000.03815
idn,1983,6480000.01907
idn,1984,3680000.06676
idn,1985,8579999.92371
idn,1986,7329999.92371
idn,1987,6340000.15259
idn,1988,8310000.41962
idn,1989,13859999.65668
idn,1990,12399999.61853
idn,1991,12020000.45776
idn,1992,12949999.80927
idn,1993,13460000.03815
idn,1994,14199999.80927
idn,1995,25329999.92371
idn,1996,22659999.84741
idn,1997,15439999.58038
idn,1998,14850000.38147
idn,1999,28729999.54224
idn,2000,37680000.30518
idn,2001,28370000.83923
idn,2002,23940000.53406
idn,2003,27969999.31335
idn,2004,42590000.15259
idn,2005,72129997.25342
idn,2006,137240005.49316
idn,2007,132639999.38965
idn,2008,54509998.32153
idn,2009,113129997.25342
idn,2010,105449996.94824
idn,2011,131889999.38965
idn,2012,134550003.05176
idn,2013,67159721.37451
idn,2014,24906679.15344
idn,2015,50066997.52808
idn,2016,55138713.83667
idn,2017,26352180.48096
idn,2018,19488918.30444
idn,2019,15184461.59363
idn,2020,20952251.43433
idn,2021,15637240.40985
idn,2022,16099390.02991
idn,2023,19944646.83533
ind,1969,5090000.15259
ind,1970,4150000.09537
ind,1971,10810000.41962
ind,1972,19319999.69482
ind,1973,5880000.11444
ind,1974,49430000.30518
ind,1975,99540000.91553
ind,1976,12180000.30518
ind,1977,35869998.93188
ind,1978,27729999.54224
ind,1979,34740001.67847
ind,1980,85480003.35693
ind,1981,152830001.83105
ind,1982,91839996.33789
ind,1983,80169998.16895
ind,1984,91589996.33789
ind,1985,72129997.25342
ind,1986,58659999.84741
ind,1987,105040000.91553
ind,1988,153330001.83105
ind,1989,111669998.16894
ind,1990,58400001.52588
ind,1991,37520000.45776
ind,1992,77660003.66211
ind,1993,33549999.23706
ind,1994,56819999.69482
ind,1995,65430000.30518
ind,1996,104660003.66211
ind,1997,92769996.64307
ind,1998,50090000.15259
ind,1999,77900001.52588
ind,2000,59669998.16895
ind,2001,83769996.64307
ind,2002,97300003.05176
ind,2003,61229999.54224
ind,2004,140399993.89648
ind,2005,187800003.05176
ind,2006,209740005.49316
ind,2007,89620002.74658
ind,2008,122309997.55859
ind,2009,98910003.66211
ind,2010,94260002.13623
ind,2011,84839996.33789
ind,2012,92580001.83105
ind,2013,135019561.76758
ind,2014,40205318.45093
ind,2015,264696014.4043
ind,2016,300843536.37695
ind,2017,462365631.10352
ind,2018,397213073.73047
ind,2019,186399871.82617
ind,2020,190549118.04199
ind,2021,120502349.85352
ind,2022,383487274.16992
ind,2023,90378845.21484
irn,1972,400000.00596
irn,1990,1899999.97616
irn,1991,230000.00417
irn,1992,829999.98331
irn,1993,3069999.93324
irn,1994,12189999.58038
irn,1995,4010000.22888
irn,1996,1539999.96185
irn,1997,5889999.86649
irn,1998,1379999.99523
irn,1999,689999.99762
irn,2000,289999.99166
irn,2001,1549999.95232
irn,2002,3170000.07629
irn,2003,5110000.13351
irn,2004,9430000.30518
irn,2005,5179999.82834
irn,2006,20139999.38965
irn,2007,10039999.96185
irn,2008,1759999.99046
irn,2009,1909999.96662
irn,2010,3440000.05722
irn,2011,980000.01907
irn,2012,3609999.8951
irn,2013,3754873.03734
irn,2014,5068430.90057
irn,2015,1732489.9435
irn,2016,13087868.69049
irn,2017,15964715.95764
irn,2018,16607742.30957
irn,2019,21539493.56079
irn,2020,32354358.6731
irn,2021,32494396.20972
irn,2022,27492164.61182
irn,2023,21862684.24988
irq,1970,920000.01669
irq,1971,2079999.92371
irq,1972,1309999.94278
irq,1973,280000.00119
irq,1992,550000.01192
irq,1993,12000000
irq,1994,17709999.08447
irq,1995,15920000.07629
irq,1996,29819999.69482
irq,1997,25020000.45776
irq,1998,12720000.26703
irq,1999,8399999.61853
irq,2000,7090000.15259
irq,2001,11369999.88556
irq,2002,12109999.65668
irq,2003,60729999.54224
irq,2004,137830001.83105
irq,2005,44459999.08447
irq,2006,218309997.55859
irq,2007,86069999.69482
irq,2008,38009998.32153
irq,2009,57310001.37329
irq,2010,54099998.47412
irq,2011,13350000.38147
irq,2012,91580001.83105
irq,2013,84304473.87695
irq,2014,80630653.38135
irq,2015,112189544.67773
irq,2016,200620849.60938
irq,2017,188244033.81348
irq,2018,273762786.86523
irq,2019,232118728.6377
irq,2020,272267730.71289
irq,2021,195453903.19824
irq,2022,78283142.08984
irq,2023,142392684.93652
isr,1973,180000.00715
isr,1974,1580000.04292
isr,1976,709999.97854
isr,1985,90000.00358
isr,1986,109999.9994
isr,1987,1289999.96185
isr,1988,1629999.99523
isr,1989,3660000.08583
isr,1990,1200000.04768
isr,1991,34040000.91553
isr,1992,7090000.15259
isr,1994,19079999.92371
isr,1995,4559999.94278
jam,1972,29999.99933
jam,1973,9999.99978
jam,1977,649999.97616
jam,1978,2599999.90463
jam,1979,3990000.00954
jam,1980,3950000.04768
jam,1981,12390000.34332
jam,1982,3369999.88556
jam,1983,3089999.91417
jam,1984,5079999.92371
jam,1985,3289999.96185
jam,1986,5840000.15259
jam,1987,6949999.80927
jam,1988,4000000
jam,1989,14460000.03815
jam,1990,7300000.19073
jam,1991,8020000.45776
jam,1992,8250000
jam,1993,5710000.03815
jam,1994,39250000
jam,1995,32439998.62671
jam,1996,53159999.84741
jam,1997,74730003.35693
jam,1998,18420000.07629
jam,1999,5079999.92371
jam,2000,32810001.37329
jam,2001,41040000.91553
jam,2002,15619999.88556
jam,2003,1539999.96185
jam,2004,58130001.06812
jam,2005,16219999.31335
jam,2006,32849998.47412
jam,2007,39490001.67847
jam,2008,80750000
jam,2009,105900001.52588
jam,2010,106430000.30518
jam,2011,17159999.84741
jam,2012,11779999.73297
jam,2013,59851116.18042
jam,2014,63208694.45801
jam,2015,24427587.50916
jam,2016,17984397.88818
jam,2017,15916322.70813
jam,2018,38268405.91431
jam,2019,9127673.14911
jam,2020,25859760.28442
jam,2021,14354517.93671
jam,2022,15396793.36548
jam,2023,2994138.95607
jor,1970,119999.99732
jor,1971,2130000.11444
jor,1972,699999.98808
jor,1973,2589999.91417
jor,1974,5340000.15259
jor,1975,3079999.92371
jor,1976,3460000.03815
jor,1977,2319999.93324
jor,1978,7190000.05722
jor,1979,6630000.11444
jor,1980,11189999.58038
jor,1981,4079999.92371
jor,1982,7349999.90463
jor,1983,6070000.17166
jor,1984,3650000.09537
jor,1985,5429999.82834
jor,1986,5579999.92371
jor,1987,3119999.88556
jor,1988,3619999.88556
jor,1989,4230000.01907
jor,1990,6599999.90463
jor,1991,193190002.44141
jor,1992,40650001.52588
jor,1993,40900001.52588
jor,1994,51990001.67847
jor,1995,55340000.15259
jor,1996,113430000.30518
jor,1997,86940002.44141
jor,1998,49259998.32153
jor,1999,13949999.80927
jor,2000,80500000
jor,2001,44630001.06812
jor,2002,61060001.37329
jor,2003,43259998.32153
jor,2004,54099998.47412
jor,2005,37200000.76294
jor,2006,50229999.54224
jor,2007,67330001.83105
jor,2008,106589996.33789
jor,2009,85440002.44141
jor,2010,129880004.88281
jor,2011,131220001.2207
jor,2012,123900001.52588
jor,2013,199255157.4707
jor,2014,198629104.61426
jor,2015,198837310.79102
jor,2016,246378753.66211
jor,2017,212449722.29004
jor,2018,161989700.31738
jor,2019,160987930.29785
jor,2020,468457305.9082
jor,2021,668423278.80859
jor,2022,191404388.42773
jor,2023,216172531.12793
kaz,1993,1070000.05245
kaz,1994,12989999.77112
kaz,1995,15239999.77112
kaz,1996,16340000.15259
kaz,1997,11989999.77112
kaz,1998,10359999.65668
kaz,1999,14119999.88556
kaz,2000,4800000.19073
kaz,2001,4409999.84741
kaz,2002,5699999.80927
kaz,2003,6869999.88556
kaz,2004,10229999.54224
kaz,2005,7420000.07629
kaz,2006,12350000.38147
kaz,2007,9430000.30518
kaz,2008,16239999.77112
kaz,2009,13260000.22888
kaz,2010,17389999.38965
kaz,2011,19569999.69482
kaz,2012,11960000.03815
kaz,2013,14213184.35669
kaz,2014,12207876.20544
kaz,2015,14235939.97955
kaz,2016,10360985.75592
kaz,2017,12065674.7818
kaz,2018,4258042.81235
kaz,2019,2555144.07158
kaz,2020,983646.98887
kaz,2021,1674409.03187
kaz,2022,661300.00353
kaz,2023,3434990.88287
ken,1971,540000.02146
ken,1974,2400000.09537
ken,1975,5659999.84741
ken,1976,779999.97139
ken,1977,6340000.15259
ken,1978,17290000.91553
ken,1979,10960000.03815
ken,1980,13909999.84741
ken,1981,45990001.67847
ken,1982,28719999.31335
ken,1983,16579999.92371
ken,1984,16590000.15259
ken,1985,15760000.22888
ken,1986,11140000.34332
ken,1987,29239999.77112
ken,1988,73519996.64307
ken,1989,69290000.91553
ken,1990,39500000
ken,1991,14720000.26703
ken,1992,91739997.86377
ken,1993,43240001.67847
ken,1994,36250000
ken,1995,61799999.23706
ken,1996,40830001.83105
ken,1997,42060001.37329
ken,1998,42540000.91553
ken,1999,10970000.26703
ken,2000,18549999.23706
ken,2001,72690002.44141
ken,2002,33029998.7793
ken,2003,16670000.07629
ken,2004,62779998.7793
ken,2005,113529998.7793
ken,2006,57400001.52588
ken,2007,138479995.72754
ken,2008,93540000.91553
ken,2009,84339996.33789
ken,2010,101639999.38965
ken,2011,133839996.33789
ken,2012,216410003.66211
ken,2013,249429397.58301
ken,2014,200844833.37402
ken,2015,124052177.4292
ken,2016,147274734.49707
ken,2017,159006240.84473
ken,2018,91815933.22754
ken,2019,80495903.01514
ken,2020,142517944.33594
ken,2021,128715408.32519
ken,2022,125575057.9834
ken,2023,150792037.96387
kgz,1993,90000.00358
kgz,1994,27239999.77112
kgz,1995,12180000.30518
kgz,1996,14550000.19073
kgz,1997,17690000.53406
kgz,1998,17540000.91553
kgz,1999,14550000.19073
kgz,2000,15020000.45776
kgz,2001,11239999.77112
kgz,2002,12829999.92371
kgz,2003,10050000.19073
kgz,2004,22940000.53406
kgz,2005,17989999.77112
kgz,2006,11979999.54224
kgz,2007,19879999.16077
kgz,2008,33439998.62671
kgz,2009,28719999.31335
kgz,2010,24350000.38147
kgz,2011,38490001.67847
kgz,2012,24319999.69482
kgz,2013,34875595.09277
kgz,2014,34196880.34058
kgz,2015,33508720.39795
kgz,2016,55921653.74756
kgz,2017,31867725.37231
kgz,2018,42634014.12964
kgz,2019,37069416.04614
kgz,2020,76454368.59131
kgz,2021,75800521.85059
kgz,2022,26595331.19202
kgz,2023,41094139.09912
khm,1975,29999.99933
khm,1979,35630001.06812
khm,1980,18809999.46594
khm,1984,79999.99821
khm,1985,569999.99285
khm,1986,340000.00358
khm,1987,340000.00358
khm,1988,3329999.92371
khm,1989,1250000
khm,1990,1100000.02384
khm,1991,3789999.96185
khm,1992,15689999.58038
khm,1993,17010000.22888
khm,1994,11390000.34332
khm,1995,33020000.45776
khm,1996,52580001.83105
khm,1997,32930000.30518
khm,1998,32900001.52588
khm,1999,27489999.77112
khm,2000,26139999.38965
khm,2001,24190000.53406
khm,2002,27780000.68665
khm,2003,15380000.11444
khm,2004,11789999.96185
khm,2005,20250000
khm,2006,28770000.45776
khm,2007,44840000.15259
khm,2008,37459999.08447
khm,2009,43080001.83105
khm,2010,27309999.46594
khm,2011,52549999.23706
khm,2012,41389999.38965
khm,2013,30574056.62537
khm,2014,55114543.91479
khm,2015,45225379.94385
khm,2016,62738559.7229
khm,2017,51433692.93213
khm,2018,89782958.98438
khm,2019,65807884.21631
khm,2020,139622100.83008
khm,2021,105620910.64453
khm,2022,78712837.21924
khm,2023,53326805.11475
kir,1981,1009999.99046
kir,1982,219999.99881
kir,1983,1529999.97139
kir,1984,899999.97616
kir,1985,479999.98927
kir,1986,1059999.94278
kir,1987,2079999.92371
kir,1988,2839999.91417
kir,1989,589999.97377
kir,1990,600000.02384
kir,1991,2220000.02861
kir,1992,2690000.05722
kir,1993,3109999.8951
kir,1994,1159999.96662
kir,1995,1940000.05722
kir,1996,870000.00477
kir,1997,639999.98569
kir,1998,550000.01192
kir,1999,750000
kir,2000,1009999.99046
kir,2001,349999.99404
kir,2002,850000.02384
kir,2003,2730000.01907
kir,2004,3759999.99046
kir,2005,4199999.80927
kir,2006,4900000.09537
kir,2007,3650000.09537
kir,2008,6219999.79019
kir,2009,1940000.05722
kir,2010,790000.02146
kir,2011,3309999.94278
kir,2012,2210000.03815
kir,2013,3517313.00354
kir,2014,6749772.07184
kir,2015,3644902.94456
kir,2016,2407707.92961
kir,2017,2489301.91994
kir,2018,3962044.00063
kir,2019,2390394.92607
kir,2020,6771419.04831
kir,2021,917029.02317
kir,2022,4274181.8428
kir,2023,7404650.21133
kna,1983,310000.00238
kna,1984,100000.00149
kna,1985,180000.00715
kna,1986,1539999.96185
kna,1987,1080000.04292
kna,1988,1259999.99046
kna,1989,430000.00715
kna,1990,600000.02384
kna,1991,1820000.05245
kna,1992,219999.99881
kna,1993,-150000.00596
kna,1994,-150000.00596
kna,1995,289999.99166
kna,1996,79999.99821
kna,1997,1330000.04292
kna,1998,620000.00477
kna,1999,-129999.99523
kna,2000,1269999.98093
kna,2001,3549999.95232
kna,2002,1049999.95232
kna,2003,-9999.99978
kna,2004,-59999.99866
kna,2005,300000.01192
kna,2006,2140000.1049
kna,2007,860000.01431
kna,2008,10069999.69482
kna,2009,2539999.96185
kna,2010,8560000.41962
kna,2011,16590000.15259
kna,2012,19329999.92371
kna,2013,13791874.88556
kor,1977,29999.99933
kor,1978,230000.00417
kor,1979,230000.00417
kor,1985,490000.00954
kor,1990,100000.00149
kor,1991,19999.99955
kor,1995,70000.0003
kor,1996,569999.99285
kor,1997,79999.99821
kor,1998,19999.99955
kor,1999,9999.99978
kos,2009,315910003.66211
kos,2010,279320007.32422
kos,2011,304829986.57227
kos,2012,200960006.71387
kos,2013,231380676.26953
kos,2014,255352096.55762
kos,2015,205192977.90527
kos,2016,141335708.61816
kos,2017,171757049.56055
kos,2018,148683929.44336
kos,2019,156398544.31152
kos,2020,251819641.11328
kos,2021,200084518.43262
kos,2022,125516960.14404
kos,2023,164802429.19922
lao,1978,3250000
lao,1980,920000.01669
lao,1981,810000.00238
lao,1982,200000.00298
lao,1983,360000.01431
lao,1984,280000.00119
lao,1986,639999.98569
lao,1987,1490000.00954
lao,1988,449999.98808
lao,1989,1259999.99046
lao,1990,2200000.04768
