geo,time,gc_xpn_totl_cn
lux,1972,477393350.0083
lux,1973,555430231.60692
lux,1974,663685333.87539
lux,1975,847200910.26502
lux,1976,991995518.08507
lux,1977,1111678511.84559
lux,1978,1173627103.68642
lux,1979,1313786102.59321
lux,1980,1454316941.78716
lux,1981,1633296066.67344
lux,1982,1860887111.76775
lux,1983,2037362512.05382
lux,1984,2131685998.23004
lux,1985,2158111447.97087
lux,1986,2277794441.73139
lux,1987,2466441414.08382
lux,1988,2648420050.61986
lux,1989,2752609699.08205
lux,1990,3194727800.51512
lux,1991,3539869955.0569
lux,1992,4064536600.23947
lux,1993,4415355516.49855
lux,1994,4769595363.39951
lux,1995,5838260000
lux,1996,6122146000
lux,1997,6534656000
lux,1998,6771119000
lux,1999,7366455000
lux,2000,7876237000
lux,2001,8441096000
lux,2002,9188021000
lux,2003,10057471000
lux,2004,10981595000
lux,2005,11642907000
lux,2006,12274316000
lux,2007,12863320000
lux,2008,13911925000
lux,2009,15208085000
lux,2010,16041981000
lux,2011,16792611000
lux,2012,18103291000
lux,2013,19012443000
lux,2014,19610886000
lux,2015,19959985000
lux,2016,20492496000
lux,2017,21719610000
lux,2018,23079941000
lva,1994,773273914.20652
lva,1995,1867637349.81588
lva,1996,2075139014.5759
lva,1997,2476810035.23031
lva,1998,2879642119.28219
lva,1999,3162100671.02635
lva,2000,3155707707.98117
lva,2001,3139336144.92803
lva,2002,3488444858.02585
lva,2003,3796886471.90397
lva,2004,4379257943.89332
lva,2005,5386545893.30738
lva,2006,6621012401.7507
lva,2007,8161140232.55417
lva,2008,10316620281.0456
lva,2009,9938789477.57839
lva,2010,9971324864.40032
lva,2011,9619958053.73902
lva,2012,9692154569.41053
lva,2013,9947588516.85534
lva,2014,10450015936.1643
lva,2015,10617755448.1762
lva,2016,10659264887.5078
lva,2017,11504975782.7218
lva,2018,12363530941.7704
mac,1996,7123170000
mac,1997,7748580000
mac,1998,8147210000
mac,1999,9780639403.17
mac,2000,8166697363.28
mac,2001,8431134124.85001
mac,2002,8841627850.46395
mac,2003,9643755177.7279
mac,2004,10120172034.7366
mac,2005,11262000000
mac,2006,12932000000
mac,2007,14927334590.1148
mac,2008,23078063285.55
mac,2009,29395356255.0843
mac,2010,33231322259
mac,2011,35451469155.14
mac,2012,37629531287.68999
mac,2013,43112789101
mac,2014,49857694514.71
mac,2015,55307899411.71001
mac,2016,58763132163.19
mac,2017,61408074287.18001
mac,2018,64930368471.76999
mar,1990,41000000000
mar,1991,48726000000
mar,1992,52405000000
mar,1993,62088999999.99999
mar,1994,66855000000.00001
mar,1995,74776999999.99998
mar,1997,78974000000
mar,1998,85087000000.00002
mar,1999,89230000000
mar,2002,114544463000
mar,2003,115616792000
mar,2004,125283324000
mar,2005,155400488484.84799
mar,2006,153139593515.151
mar,2007,166188423353.535
mar,2008,192659473639.061
mar,2009,195492914959
mar,2010,212488802938.00003
mar,2011,241015345608.99994
mar,2012,252532115999.99997
mar,2013,250009200000
mar,2014,254539900000
mar,2015,248620800000
mar,2016,249145039800.00003
mar,2017,260561013195.87598
mar,2018,273201379999.99997
mda,1997,3425300000
mda,1998,3034900000
mda,1999,3573300000
mda,2000,4633700000
mda,2001,4244500000
mda,2003,6136000000
mda,2004,8731400000
mda,2005,11038900000
mda,2006,14261600000
mda,2007,17316400000
mda,2008,20625300000
mda,2009,22988100000
mda,2010,25143800000
mda,2011,27024200000
mda,2012,29380900000
mda,2013,32427200000
mda,2014,38754499999.99999
mda,2015,41571600000
mda,2016,42415299999.99999
mda,2017,47945500000
mda,2018,52528400000
mdg,2003,760748200000
mdg,2004,1027591800000
mdg,2005,1114700000000
mdg,2006,1370400000000
mdg,2007,1546096000000
mdg,2008,1736396999999.99976
mdg,2009,1453154000000
mdg,2010,1616754000000
mdg,2011,1922327099999.99976
mdg,2012,2044934599999.99976
mdg,2013,2334776100000
mdg,2014,2613126200000
mdg,2015,3293319000000
mdg,2016,3322923626549.62939
mdg,2017,3924576274096.65039
mdg,2018,4525816534879.08008
mdv,1990,340800000
mdv,1991,430100000
mdv,1992,541100000
mdv,1993,614200000
mdv,1994,691900000
mdv,1995,878100000
mdv,1996,955400000
mdv,1997,1182000000
mdv,1998,1297900000
mdv,1999,1545500000
mdv,2000,1875900000
mdv,2001,1971400000
mdv,2002,2109400000
mdv,2003,2345700000
mdv,2004,2788100000
mdv,2005,4643300000
mdv,2006,5607800000
mdv,2007,6560100000
mdv,2008,7463200000
mdv,2009,8764900000
mex,1972,57000000
mex,1973,72000000
mex,1974,105000000
mex,1975,138000000
mex,1976,180000000
mex,1977,240000000
mex,1978,296000000
mex,1979,404000000
mex,1980,513000000
mex,1981,813000000
mex,1982,2286000000
mex,1983,3946000000
mex,1984,5769000000
mex,1985,10296000000
mex,1986,20501000000
mex,1987,55574000000
mex,1988,98252000000
mex,1989,105408000000
mex,1990,124318000000.00002
mex,1991,130177999999.99998
mex,1992,150181000000
mex,1993,169611000000
mex,1994,194417000000
mex,1995,275383000000
mex,1996,364922000000
mex,1997,484139000000
mex,1998,536882000000
mex,1999,686485000000
mex,2000,848763000000
mex,2008,2730759722968.90967
mex,2009,2623509416145.80029
mex,2010,2860893494359.87012
mex,2011,3187144737517.83984
mex,2012,3459947746200.72949
mex,2013,3507949091218.91016
mex,2014,3808394487137.94043
mex,2015,4012810203470.56055
mex,2016,4219888330463.24951
mex,2017,4477154428529.45996
mex,2018,4803834220829.20996
mhl,2008,85846346
mhl,2009,84636894
mhl,2010,84297920
mhl,2011,88969527
mhl,2012,94004075
mhl,2013,99926335
mhl,2014,91076167
mhl,2015,101309158
mhl,2016,113280309
mhl,2017,128937800
mhl,2018,128042595
mkd,2005,89124116169.99998
mkd,2006,98983464608.33
mkd,2007,109240059630.99998
mkd,2008,126753999999.99998
mkd,2009,129940000000
mkd,2010,131565000000
mkd,2011,134529000000
mkd,2012,137083000000
mkd,2013,141772411089.00003
mkd,2014,149674253760.99997
mkd,2015,160948607695.00003
mkd,2016,165252713731
mkd,2017,173049311607.99997
mkd,2018,184021802235
mli,2000,200200000000
mli,2001,279771000000
mli,2002,316895500000
mli,2003,353709003436.20294
mli,2004,392919154981.44611
mli,2005,422741149054.26495
mli,2006,481108821999.99994
mli,2007,509400000000.00006
mli,2008,525732000000
mli,2009,620657000169
mli,2010,675975999999.99988
mli,2011,749708000000
mli,2012,761590000000
mli,2013,866864000000
mli,2014,919109608000
mli,2015,951154630000.00024
mli,2016,1023600000000.00012
mli,2017,1115900000000
mli,2018,1173076999999.99976
mlt,1972,88353133.00722
mlt,1973,95364546.93687
mlt,1974,131306778.47659
mlt,1975,148870253.9017
mlt,1976,164360587.0021
mlt,1977,189867225.71628
mlt,1978,204076403.44747
mlt,1980,248241323.08409
mlt,1981,313766596.78547
mlt,1982,356394129.97904
mlt,1983,347798742.13836
mlt,1984,351688795.71395
mlt,1985,355019799.67389
mlt,1986,369392033.54298
mlt,1987,397041695.78383
mlt,1988,430351735.38318
mlt,1989,472396925.22711
mlt,1990,1216884631.01353
mlt,1991,1372067671.30865
mlt,1992,1517592466.43855
mlt,1993,1688076771.54598
mlt,1994,1861653885.49847
mlt,1995,2669918471.93105
mlt,1996,2942608898.20638
mlt,1997,3104188213.3706
mlt,1998,3233011879.80433
mlt,1999,3419338457.95481
mlt,2000,3642012578.61635
mlt,2001,3957880270.20731
mlt,2002,4107891917.07431
mlt,2003,4688700209.64361
mlt,2004,4615667365.47869
mlt,2005,4790908455.62544
mlt,2006,5032622874.44677
mlt,2007,5298138830.65455
mlt,2008,2575180000
mlt,2009,2553142000
mlt,2010,2682444000
mlt,2011,2754166000
mlt,2012,2943485000
mlt,2013,3116445000
mlt,2014,3332191000
mlt,2015,3565641000
mlt,2016,3682934000
mlt,2017,3957192000
mlt,2018,4345534000
mmr,2003,235944000000
mmr,2004,330832000000
mmr,2005,344775000000.00006
mmr,2012,5408071172999.99902
mmr,2013,8141854730000.00098
mmr,2014,10755202821000
mmr,2015,12379419817000
mmr,2016,12230511346000.00391
mmr,2017,15151421112999.99805
mmr,2019,16191826413000
mng,1992,9357000000
mng,1993,33299000000
mng,1994,54387000000
mng,1995,76040999999.99998
mng,1996,98341000000
mng,1997,152327000000
mng,1998,173561000000
mng,1999,204355000000
mng,2000,274057000000
mng,2001,306927000000
mng,2002,336438063097.16907
mng,2003,449959279375.99994
mng,2006,940350107570.7168
mng,2007,1150273868927.16992
mng,2008,1669124526908.7002
mng,2009,1743784557263.06006
mng,2010,2234824254630
mng,2011,3218441316234.04053
mng,2012,4518360656702.94043
mng,2013,4538316900335.99902
mng,2014,5275196505397.05957
mng,2015,5566427377455.23047
mng,2016,6556843743671.48047
mng,2017,6638961921100.00098
mng,2018,7331296516717.59863
moz,2010,76037811820
moz,2011,90491970370
moz,2012,105321441090
moz,2016,140941596760.00003
moz,2017,148659030770.00003
moz,2018,178012622429.99997
mus,1973,317000000
mus,1974,534700000
mus,1975,719100000
mus,1976,1044700000
mus,1977,1299900000
mus,1978,1544800000
mus,1979,1896800000
mus,1980,2114900000
mus,1981,2618500000
mus,1982,3042400000
mus,1983,3297600000
mus,1984,3477400000
mus,1985,3805200000
mus,1986,4027000000
mus,1987,4547300000
mus,1988,5659800000
mus,1989,6465900000
mus,1990,7480000000
mus,1991,8358700000
mus,1992,9530400000
mus,1993,10101900000
mus,1994,12003500000
mus,1995,13241700000
mus,1996,14905500000
mus,1997,17475800000
mus,1998,19508000000
mus,1999,23716000000
mus,2000,24595000000
mus,2001,26921000000
mus,2002,28975700000
mus,2003,31890300000
mus,2004,36434499999.99999
mus,2005,38585400000
mus,2006,43603299999.99999
mus,2007,46725600000
mus,2008,51264900000
mus,2009,61133100000
mus,2010,67807300000
mus,2011,67452000000
mus,2012,71378200000.00002
mus,2013,81466052000
mus,2014,87380199999.99998
mus,2015,47949952000
mus,2016,103253058000
mus,2017,105078113031
mus,2018,112281017363.99998
mwi,2009,199529000000
mwi,2010,193562000000
mwi,2011,228365000000
mwi,2012,259448000000
mwi,2013,380250624015.16498
mwi,2014,525997738054.13898
mwi,2015,594565168544.28003
mwi,2016,700212569101.07007
mwi,2017,865026133990.81482
mwi,2018,1079563854832.05005
mwi,2019,1214526663854.00024
mys,1996,47420000000
mys,1997,47878000000
mys,1998,47621000000
mys,1999,55894000000
mys,2000,58849600000
mys,2001,66092306000
mys,2002,67731000000.00001
mys,2003,73812999999.99998
mys,2004,89532999999.99998
mys,2005,96141000000
mys,2006,105744644817.84001
mys,2007,120551764545.56
mys,2008,150663523161.85999
mys,2009,154485449522.17999
mys,2010,149763234000
mys,2011,179928497999.99997
mys,2012,203767475000.00003
mys,2013,209856083000.00003
mys,2014,217787199000.00003
mys,2015,215274820999.99997
mys,2016,209497088388.72998
mys,2017,217179270525.14999
mys,2018,230513127836.95999
nam,1991,2493200000
nam,1992,2892900000
nam,1999,6913800000
nam,2000,7654536562
nam,2001,8849795700
nam,2002,9651624256.4
nam,2003,10686798294.1
nam,2004,10930737000
nam,2005,11744232000
nam,2006,12986463000
nam,2007,14309651461.06
nam,2008,17871938128.84
nam,2009,20602965054.45
nam,2010,23548197956.61
nam,2011,31263768465.17
nam,2012,33863034375.94
nam,2013,41624663268.1
nam,2014,50094162567.59
nam,2015,55488645962.93999
nam,2016,55833767281.98
nam,2017,62847271037.67
nam,2018,59798364684.55
ner,1976,25406000000
ner,1977,28107000000
ner,1978,37838000000
ner,1979,41184000000
ner,1980,53872000000
nic,1990,102058000
nic,1991,1713530000
nic,1992,2187250000
nic,1993,2706030000
nic,1994,2936370000
nic,1995,3405250000
nic,1996,3926040000
nic,1997,4684890000
nic,1998,5615430000
nic,1999,7273180000
nic,2000,8226740000
nic,2001,10316000000
nic,2002,9083130210
nic,2003,10573496840
nic,2004,11931569820
nic,2005,14510000000
nic,2006,17918399400
nic,2007,20123972100
nic,2008,25031817260
nic,2009,26158250006.04
nic,2010,28045278257.808
nic,2011,32822727237
nic,2012,37766697235
nic,2013,40975749773.99999
nic,2014,47579738777.9775
nic,2015,55370005552.2319
nic,2016,62339166345.51349
nic,2017,68448285883.7101
nic,2018,69240123989.64969
nld,1973,31832682158.72319
nld,1974,38153840568.85889
nld,1975,46884571926.4332
nld,1976,53686737365.6243
nld,1977,59908064128.22011
nld,1978,66374432207.50459
nld,1979,73135757427.24768
nld,1980,80196577589.61021
nld,1981,86957902809.35329
nld,1982,94980737029.82701
nld,1983,99827109737.66962
nld,1984,103244074764.82802
nld,1985,105304236945.87799
nld,1986,108889100652.99002
nld,1987,112637325237.894
nld,1988,112510266777.38899
nld,1989,114915301922.66699
nld,1990,119398650457.63699
nld,1991,127062998307.40001
nld,1992,133842474735.78601
nld,1993,138511873159.354
nld,1994,142464298841.49899
nld,1995,157598000000.00003
nld,1996,142038000000.00003
nld,1997,148981000000
nld,1998,152841999999.99997
nld,1999,157683000000
nld,2000,164880000000
nld,2001,178285000000
nld,2002,186872000000
nld,2003,195917000000
nld,2004,197975000000
nld,2005,201367000000
nld,2006,219071000000
nld,2007,228538000000
nld,2008,241577000000
nld,2009,258489000000
nld,2010,265681000000
nld,2011,267137000000
nld,2012,269670000000
nld,2013,273525000000
nld,2014,275013000000
nld,2015,275616000000
nld,2016,276171000000
nld,2017,279001000000
nld,2018,290939000000
nor,1972,32395000000
nor,1973,36665000000
nor,1974,42513000000
nor,1975,49838000000
nor,1976,61280000000
nor,1977,70191000000.00002
nor,1978,81362000000
nor,1979,90218000000
nor,1980,103896000000
nor,1981,119073000000
nor,1982,134281000000
nor,1983,148816000000
nor,1984,162079000000
nor,1985,176885000000
nor,1986,197157000000
nor,1987,221364000000
nor,1988,240568000000
nor,1989,260409000000
nor,1990,285658000000
nor,1991,305175000000.00006
nor,1992,323054000000
nor,1993,333719000000.00006
nor,1994,344167000000.00006
nor,1995,365571000000.00006
nor,1996,379543000000.00006
nor,1997,392619000000
nor,1998,417683000000
nor,1999,443982000000
nor,2000,482347000000
nor,2001,510784000000
nor,2002,587276999999.99988
nor,2003,605584000000
nor,2004,630404000000
nor,2005,661903000000
nor,2006,713871000000
nor,2007,755315000000.00012
nor,2008,804325000000
nor,2009,863965000000
nor,2010,904711000000
nor,2011,959360000000
nor,2012,1006163000000.00012
nor,2013,1056688000000.00012
nor,2014,1125792000000
nor,2015,1194203000000
nor,2016,1238268000000
nor,2017,1285863000000
nor,2018,1331241000000.00024
npl,2004,78345700000
npl,2010,186492611000.00003
npl,2011,217323011000.00003
npl,2012,243347999999.99997
npl,2013,247374000000
npl,2014,303243719999.99994
npl,2015,339062139000
npl,2016,371069288169.72003
npl,2017,518242018685.07007
nru,2014,93693875.92051
nru,2015,97062149.62547
nru,2016,118978267.96904
nru,2017,131331424.66
nru,2018,132566734.41
nzl,1972,2040000000
nzl,1973,2398000000
nzl,1974,2797000000
nzl,1975,3578000000
nzl,1976,3980000000
nzl,1977,4910000000
nzl,1978,6057000000
nzl,1979,7004000000
nzl,1980,8419000000
nzl,1981,10623000000
nzl,1982,12364000000
nzl,1983,13532000000
nzl,1984,15531000000
nzl,1985,17438000000
nzl,1986,21715000000
nzl,1987,26798000000
nzl,1988,27484000000
nzl,2001,40610300000.00001
nzl,2002,41535431000.00001
nzl,2003,45109683000
nzl,2004,47042287000
nzl,2005,50487166000
nzl,2006,53984000000
nzl,2007,58448000000
nzl,2008,61816000000
nzl,2009,66326750000
nzl,2010,69609639999.99998
nzl,2011,85395409999.99998
nzl,2012,76189089999.99998
nzl,2013,77036120000.00002
nzl,2014,78528700000
nzl,2015,80544230000
nzl,2016,83383180000
nzl,2017,86988430000.00002
nzl,2018,90946140000
nzl,2019,97201060000
per,1972,45
per,1973,56
per,1974,63
per,1975,93
per,1976,128
per,1977,162
per,1978,306
per,1979,478
per,1980,983
per,1981,1590
per,1982,2499
per,1983,5171
per,1984,10629
per,1985,28189
per,1986,51636
per,1987,98453
per,1988,510000
per,1989,11738000
per,1990,1063710000
per,1991,3892000000
per,1992,7715000000
per,1993,10607000000
per,1994,15211000000
per,1995,21048200000
per,1996,23120700000
per,1997,25753600000
per,1998,27516600000
per,1999,30265700000
per,2000,33265900000
per,2001,33300200000
per,2002,33939500000
per,2003,36312397000
per,2004,39622787999.99999
per,2005,45185304999.99999
per,2006,49571543010.03511
per,2007,58003180437.0173
per,2008,62867331578.16299
per,2009,67269703737.2223
per,2010,74280661107.14629
per,2011,83388533341.28421
per,2012,91045837873.95288
per,2013,103049256165.62399
per,2014,116923514579.07401
per,2015,124313758658.01999
per,2016,124274710291.25301
per,2017,137719594886.689
per,2018,144169736363.80301
phl,1990,180587000000
phl,1991,199598000000
phl,1992,219004000000
phl,1993,234563000000
phl,2000,580677000000
phl,2001,659042000000
phl,2002,706523000000
phl,2003,769191000000
phl,2004,811808000000
phl,2005,976800000000
phl,2006,954699000000
phl,2007,999699000000.00012
phl,2008,1093346000000
phl,2009,1217407000000
phl,2010,1296531000000.00024
phl,2011,1371678999999.99976
phl,2012,1498210000000
phl,2013,1591540000000
phl,2014,1693332999999.99976
phl,2015,1879218000000
phl,2016,2033057999999.99976
phl,2017,2253883000000
phl,2018,2595951000000
plw,2008,102514386
plw,2009,97581851
plw,2010,95566155
plw,2011,106360256
plw,2012,117522222
plw,2013,111693347
plw,2014,114914780
plw,2015,114175467
plw,2016,123587159
plw,2017,120749700
plw,2018,117456952
png,1990,958290000
png,1991,1081740000
png,1992,1226870000
png,1993,1459390000
png,1994,1494047000
png,1995,1520095000
png,1996,1751953000
png,1997,1931282000
png,1998,1878870000
png,1999,2589410000
png,2000,2925319000
png,2001,2799006000
png,2002,2575156000
png,2014,12426600000
png,2015,12165945050.4472
png,2016,11958899961.3765
png,2017,12026308632.2655
png,2018,14684924765.7253
pol,1984,378340000
pol,1985,469870000
pol,1986,538570000
pol,1987,670140000
pol,1988,1128840000
pol,1994,90594000000
pol,1995,144317000000
pol,1996,205244000000
pol,1997,211347000000
pol,1998,237107000000
pol,1999,259891999999.99997
pol,2000,285491999999.99994
pol,2001,310183000000.00006
pol,2002,320870000000
pol,2003,342824000000
pol,2004,353258000000
pol,2005,366573900000
pol,2006,392919000000.00006
pol,2007,416739000000
pol,2008,459722000000
pol,2009,502114000000
pol,2010,528844000000
pol,2011,544039000000.00006
pol,2012,567966000000
pol,2013,587346000000
pol,2014,598910600000
pol,2015,616726499999.99988
pol,2016,647764000000
pol,2017,682955000000
pol,2018,710068000000
prt,1975,585089933.26084
prt,1976,795083847.9265
prt,1978,1346754322.08378
prt,1979,1687433285.78127
prt,1980,2248082122.08577
prt,1981,2904001356.73028
prt,1982,3519019163.81521
prt,1983,4636825251.14474
prt,1984,5434403088.55658
prt,1985,7737851777.21691
prt,1986,9731048173.9009
prt,1987,10201998184.3757
prt,1988,12053670653.7245
prt,1989,14826268692.4512
prt,1990,18091898524.5558
prt,1991,22335671032.8109
prt,1992,25995351203.5993
prt,1993,28380602747.3788
prt,1994,28865434303.329
prt,1995,32742906000
prt,1996,34718695000
prt,1997,36674519000
prt,1998,41476856000
prt,1999,44361272999.99999
prt,2000,47838012000
prt,2001,51715828000
prt,2002,54944059000.00001
prt,2003,58165404000
prt,2004,61523337000
prt,2005,65640792999.99999
prt,2006,66694624000
prt,2007,68900339000
prt,2008,72183697000
prt,2009,76618254000.00002
prt,2010,78949535000
prt,2011,77959406000.00002
prt,2012,74383310000.00002
prt,2013,77358825000
prt,2014,82088759000
prt,2015,78635955000
prt,2016,76621979000.00002
prt,2017,81162134000.00002
prt,2018,80104800000
pry,2005,8145200000000.00098
pry,2006,9358000000000
pry,2007,10319095239543.60156
pry,2008,11613450906483
pry,2009,13964790431169.99805
pry,2010,15283460790345.99805
pry,2011,18511071013183
pry,2012,23120444974263.00391
pry,2013,24132299999999.99609
pry,2014,26503064259005.99609
pry,2015,30475764008221
pry,2016,31559913314023.00781
pry,2017,34243726302805
pry,2018,34874492976502.99609
rou,1980,27370000
rou,1981,24814000
rou,1982,23141000
rou,1983,21143000
rou,1984,23528000
rou,1985,33962000
rou,1986,35584000
rou,1987,34335000
rou,1988,31356000
rou,1989,31997000
rou,1990,28606000
rou,1991,72488000
rou,1992,230606000
rou,1993,599039000
rou,1994,1481703000
rou,1995,1983400000
rou,1996,2961100000
rou,1997,7280000000
rou,1998,11353000000
rou,1999,18332200000
rou,2000,27075900000
rou,2001,37952600000
rou,2002,47175500000
rou,2003,59394400000
rou,2004,75266000000
rou,2005,88151200000
rou,2006,107150000000
rou,2007,139402100000
rou,2008,172512000000
rou,2009,182786700000
rou,2010,186754000000
rou,2011,195670800000
rou,2012,198315500000.00003
rou,2013,200747400000
rou,2014,216793100000
rou,2015,236684400000
rou,2016,244062600000
rou,2017,270926900000
rou,2018,315014200000.00006
rus,1994,165195000000
rus,1995,165195000000
rus,1998,658498000000
rus,1999,978446000000.00012
rus,2000,1546086000000.00024
rus,2001,2035427999999.99976
rus,2002,2440679999999.99951
rus,2003,3044010025742.64941
rus,2004,3673419367060
rus,2005,4310737600000.00049
rus,2006,5249000000000
rus,2007,7649100000000.00098
rus,2008,8887800000000
rus,2009,12460600000000.00195
rus,2010,12678000000000
rus,2011,14036600000000.00195
rus,2012,16478200000000.00195
rus,2013,17959000000000
rus,2014,20912724169200.80078
rus,2015,25464335974733.59375
rus,2016,26565345999999.99609
rus,2017,28205327000000
rus,2018,30061884000000.01172
rwa,1990,27034000000
rwa,1991,29864000000
rwa,1992,40670000000
rwa,2014,979319248609.51025
rwa,2015,1041432452811.07983
rwa,2016,1263632230660.49976
rwa,2017,1436725327319.19995
rwa,2018,1550797745601.0498
sau,2010,483995581107.39996
sau,2011,583895000000.00012
sau,2012,713330111809.33997
sau,2013,731873000000
sau,2014,821160000000
sau,2015,790979000000
sau,2016,696358324314.3999
sau,2017,722205600000
sau,2018,890849000000
sdn,1998,1530090000
sdn,1999,2047480000
sdn,2009,21025900000
sdn,2010,24162100000
sdn,2012,26272100000
sdn,2013,36178400000
sdn,2014,50380100000
sdn,2015,54854200000
sdn,2016,62195000000.00001
sen,2015,1922967280486.92944
sen,2016,2065997912480.51001
sen,2017,2412501124285.52051
sen,2018,2548389830991.07959
sgp,1972,1245000000
sgp,1973,1439000000
sgp,1974,1695000000
sgp,1975,2085000000
sgp,1976,2324000000
sgp,1977,2684000000
sgp,1978,2816000000
sgp,1979,3259000000
sgp,1980,3964000000
sgp,1981,5419000000
sgp,1982,5497000000
sgp,1983,6283000000
sgp,1984,7840000000
sgp,1985,7336000000
sgp,1986,9265000000
sgp,1987,12300000000
sgp,1988,10140000000
sgp,1989,10762000000
sgp,1990,12030000000
sgp,1991,14042000000
sgp,1992,14047000000
sgp,1993,14273000000
sgp,1994,12289000000
sgp,1995,14844000000
sgp,1996,21948000000
sgp,1997,20265000000
sgp,1998,22557000000
sgp,1999,21605000000
sgp,2000,26032000000
sgp,2001,29232000000
sgp,2002,26753000000
sgp,2003,27112000000
sgp,2004,27983000000
sgp,2005,26790000000
sgp,2006,30835000000
sgp,2007,33130000000
sgp,2008,39735000000
sgp,2009,40393678000
sgp,2010,40587400000
sgp,2011,44879000000
sgp,2012,45668400000
sgp,2013,47629000000
sgp,2014,52465900000
sgp,2015,67435700000
sgp,2016,63661388044.66
sgp,2017,67808999999.99999
sgp,2018,74685742746.71379
slb,2011,2032298199.02
slb,2012,2204910647.10589
slb,2013,2863982695.09217
slb,2014,2970876794.63
slb,2015,3175287463.27224
slb,2016,3261355111.33
slb,2017,3505010827.98393
slb,2018,3542839206.67621
slb,2019,3835826961.48363
slv,1998,1311490000
slv,1999,1606430000
slv,2000,1770100000
slv,2001,2821300000
slv,2002,2561000000
slv,2003,2297100000
slv,2004,2692500000
slv,2005,3009500000
slv,2006,3604700000
slv,2007,3494600000
slv,2008,4092300000
slv,2009,4550600000
slv,2010,4454400000
slv,2011,5048607005.15
slv,2012,4897900000
slv,2013,5057000000
slv,2014,5144469296.27646
slv,2015,5335315500.95415
slv,2016,5614323794.65415
slv,2017,6205827440.70414
slv,2018,6434200000
smr,1995,400200000000
smr,2002,436881158
smr,2003,407247391.3
smr,2004,458818372.82
smr,2005,433097403.57
smr,2006,445704201.88
smr,2007,486217116.93
smr,2008,501880824.52
smr,2009,533870739.38
smr,2010,529154889
smr,2011,544546919.82
smr,2012,557688703.92
smr,2013,581845576.6
smr,2014,574857015.6
smr,2015,578726951.23
smr,2016,596776477.86
smr,2017,585848914
smr,2018,621879131
som,2017,239219913.65
som,2018,258651656.39662
som,2019,300717013.78
srb,2007,867588899999.99976
srb,2008,1043623180999.99976
srb,2009,1095082800000
srb,2010,1188447600000
srb,2011,1280988052200.71973
srb,2012,1405660000000.00024
svk,1995,9076924000
svk,1996,11479999000
svk,1997,11013587000
svk,1998,11674139000
svk,1999,13414899000
svk,2000,16508816000
svk,2001,15037191000
svk,2002,16475680000
svk,2003,16363552000
svk,2004,17149787000
svk,2005,19390708000
svk,2006,20834479000
svk,2007,22019026000
svk,2008,23883702000
svk,2009,26866772000
svk,2010,27135384000
svk,2011,28067425000
svk,2012,28842223000
svk,2013,29863705000
svk,2014,30658203000
svk,2015,32686695000
svk,2016,32928907000
svk,2017,32943928000
svk,2018,35205439000
svn,1992,1557336004.00601
svn,1993,2278834919.04523
svn,1994,2937322650.64263
svn,2002,9855837000
svn,2003,10672500000
svn,2004,11337646000
svn,2005,12051172000
svn,2006,12563063000
svn,2007,12970393000
svn,2008,14469337000
svn,2009,15436487000
svn,2010,15754679000
svn,2011,16608696000
svn,2012,15717541000
svn,2013,19588517000
svn,2014,16769909000
svn,2015,16724514000
svn,2016,16664938000
svn,2017,16741656000
svn,2018,17327419000
swe,1972,53640000000
swe,1973,59540000000
swe,1974,70830000000
swe,1975,84400000000
swe,1976,103720000000
swe,1977,125769999999.99998
swe,1978,150440000000
swe,1979,177080000000
swe,1980,202430000000
swe,1981,239250000000
swe,1982,266610000000
swe,1983,313150000000
swe,1984,340390000000
swe,1985,381030000000
swe,1986,400080000000
swe,1987,414730000000
swe,1988,437980000000
swe,1989,477550000000
swe,1990,545130000000
swe,1991,607440000000
swe,1992,657489999999.99988
swe,1993,732889999999.99988
swe,1994,741320000000
swe,1995,812006000000
swe,1996,784947000000.00012
swe,1997,784436000000
swe,1998,806783000000
swe,1999,824795000000
swe,2000,831647000000
swe,2001,832171000000
swe,2002,874143000000
swe,2003,911783000000
swe,2004,921750000000
swe,2005,969401000000
swe,2006,993977000000
swe,2007,1034234000000
swe,2008,1076761999999.99988
swe,2009,1123838000000
swe,2010,1180796000000
swe,2011,1199009000000.00024
swe,2012,1226191999999.99976
swe,2013,1281435000000
swe,2014,1319286000000
swe,2015,1371121999999.99976
swe,2016,1413624000000
swe,2017,1465377000000.00024
swe,2018,1532488999999.99976
syc,1985,520500000
syc,1986,566600000
syc,1987,644100000
syc,1988,687900000
syc,1989,814000000
syc,1993,1190100000
syc,1994,1163000000
syc,1995,1133700000
syc,1996,1286600000
syc,1997,1423800000
syc,1998,1475200000
syc,1999,1478600000
syc,2000,1515100000
syc,2005,1541103907.54
syc,2006,1897000000
syc,2007,2198049328.06
syc,2008,2280603950.74
syc,2009,3066598439.73
syc,2010,3352447021.46
syc,2011,3470492204.45
syc,2012,4035620526.07
syc,2013,4427418128
syc,2014,4980109481.45
syc,2015,5346133767.35
syc,2016,6336804037.09
syc,2017,6855283524.495
syc,2018,7053065380.35
tgo,2004,156617872619
tgo,2005,179011767260.00003
tgo,2006,199734170815
tgo,2007,209558756887.41998
tgo,2008,196139776939.88995
tgo,2009,234134866245
tgo,2010,240659216781
tgo,2011,276179999999.99994
tgo,2012,345966824568.66693
tgo,2013,381589058648.00012
tgo,2014,364751035298.22211
tgo,2015,439811227374.33295
tgo,2016,489680975530.22302
tgo,2017,426973700871.73291
